SOLAR RADIATION IN W/m2 (UNTERHACHING);;;
I_Gh;I_Dh;I_ex;hs
321.375;163.7604861;426;23.50708217
179.75;111.1104531;196;13.61512529
34.578125;25.23262531;0;3.617115995
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
5.3984375;0;84;0
82.375;50.65283351;318;8.840611285
235.625;128.6408314;541;18.83813232
397.125;213.6328923;736;28.53037258
623.25;314.6357659;891;37.39658197
740.5;352.858865;994;44.68174671
805;370.7911624;1040;49.34203591
814.75;373.3206306;1025;50.34338417
772.5;362.811835;949;47.40968715
675.25;334.118258;818;41.29169321
534;277.0163419;642;33.10175896
363.5;208.2011614;431;23.7451512
182.6875;112.1174711;201;13.84486639
34.03125;25.05885018;0;3.849464588
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
6.94140625;0;91;0
92;55.70687336;325;9.161920349
208.625;115.51346;547;19.1610616
305.5;166.7931287;742;28.86232777
355.125;182.6592948;896;37.74462227
352.75;172.3342127;1000;45.0491512
446.625;210.2218131;1045;49.72086914
559.75;260.2281209;1029;50.71030868
631.5;298.7071553;954;47.7408661
570;283.5028441;823;41.58118033
460.25;240.9053622;647;33.35820589
328.875;189.0518324;436;23.98139793
175.6875;107.875724;206;14.07314468
36.71875;26.7205912;0;4.080614393
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
6.6171875;0;99;0
79.9375;50.07133412;332;9.480039716
198.5625;110.409916;554;19.48067027
421.5;225.4541502;748;29.19084504
615.25;309.7669017;902;38.08919339
731.75;347.5038799;1005;45.41322398
799.5;366.6459152;1050;50.09663961
791.5;361.3810603;1034;51.07433121
713.5;334.7957687;958;48.06919529
560.25;278.1229684;828;41.86803004
351;186.4107674;651;33.61239749
159.4375;94.40648276;441;24.21580472
66.9375;44.14101992;211;14.29994004
11.82421875;9.700768932;0;4.310536811
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1.69140625;0;106;0
19.6875;14.01337105;339;9.794839625
52.71875;31.605298;561;19.79682895
122.90625;69.01833031;754;29.51579388
254.0625;131.2189142;908;38.43016311
392.5;190.4122549;1010;45.77383503
533;248.3247629;1055;50.46923061
607;279.9562623;1039;51.43535911
583.25;275.3763316;963;48.39461066
544;269.6534799;832;42.15220416
444.5;231.942202;656;33.8643114
312.125;178.8383121;446;24.44835427
141.75;88.33536408;216;14.52523214
38.140625;27.59020059;0;4.539202662
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
6.10546875;0.807374458;114;0.228306469
55.03125;36.62999006;346;10.10619326
106.46875;61.96673422;567;20.10941124
193.875;107.4899633;760;29.83704664
431.25;219.456331;913;38.76740176
607;289.5861609;1015;46.13085637
656.75;302.6979243;1060;50.83852702
618.75;284.5092137;1043;51.79330144
450.5;214.069241;967;48.71704996
247.3125;124.8696969;837;42.43366608
226.9375;122.1257237;660;34.11392621
123.9375;73.37783947;450;24.67902959
51;33.58774843;221;14.74900041
9.81640625;7.984894393;0;4.766582154
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
12.34765625;3.255925421;121;0.541627569
131.125;74.42823666;353;10.41397683
309.125;160.8817922;573;20.41829375
497.125;261.6666766;766;30.15447867
630.75;315.6675079;919;39.10078232
654.75;310.7012635;1021;46.48416205
426;198.9314691;1065;51.20441533
286.625;134.309574;1048;52.14806891
404.875;192.5227657;972;49.03645282
531.75;262.4383615;841;42.71238074
469.875;242.860608;665;34.36122141
317.75;180.7753704;455;24.9078139
160.4375;97.75302516;226;14.97122397
32.4375;23.90117276;0;4.992644847
0.000537157;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
12.48828125;4.742765185;128;0.851353195
120.3125;70.37620137;360;10.71806968
281.25;148.4753012;580;20.72335628
391.875;209.7204283;772;30.46796832
460.5;233.054489;924;39.4301805
469.375;225.1653874;1026;46.83362831
451.25;209.9051029;1069;51.56678367
345.125;160.7259552;1052;52.49957388
239.0625;114.6549811;976;49.35276061
176.4375;89.06333164;845;42.98831453
149.875;81.1341127;669;34.60617728
108.625;64.09184161;460;25.13469057
68.71875;44.26334558;231;15.1918816
18.375;14.1999554;0;5.217359624
0.002539635;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
4.369140625;2.251135752;135;1.1573643
41.3125;28.39669821;367;11.01835431
123.25;70.62688271;586;21.02448182
259.125;141.5909632;778;30.77739713
360.25;183.3645134;929;39.75547484
416.75;200.1930884;1030;47.17913358
518;239.3549307;1074;51.92552185
515.25;236.8463151;1057;52.84773038
442.375;208.8127899;980;49.66591647
333.875;166.2441792;849;43.26143523
208.6875;111.6544542;673;34.84877483
139.875;81.79347928;464;25.35964305
80.3125;51.08634158;236;15.41095166
22.5546875;17.032075;5;5.440694662
0.017059326;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
11.578125;6.462206714;142;1.459544995
108.4375;65.59196241;373;11.31471649
302.375;157.2424257;592;21.32155668
490.5;257.6207405;783;31.08264986
652;324.198532;935;40.0765468
733.5;344.0970694;1035;47.52055859
811.5;366.9017015;1078;52.28052136
847;338.1632941;1061;53.19245406
815.5;374.3774656;984;49.97586523
721.5;348.6427808;854;43.53171196
575.5;290.2822594;678;35.08899569
402.875;223.5441114;469;25.58265479
204.875;119.5943575;241;15.62841205
53.828125;36.08590674;10;5.662617405
0.097137451;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
16.1328125;9.642040813;149;1.757782609
136.25;86.43293188;380;11.6070453
324;166.1538617;598;21.61447053
511.875;267.5432284;789;31.38361456
665.75;330.0977346;940;40.39328084
777.5;362.9683413;1040;47.85778642
853.5;384.077127;1083;52.6316754
866.5;344.0425908;1065;53.53366217
824.75;377.6219969;988;50.28255337
732;352.6041265;858;43.79911505
595.75;298.8067098;682;35.32682209
427.5;235.404882;473;25.80370919
243.5;137.9516767;246;15.84424017
71.8125;44.95824621;15;5.883094545
0.234802246;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
24.9609375;15.04042393;156;2.051967743
173.3125;106.6541717;386;11.89523323
358.75;180.1296551;604;21.9031165
536.25;278.8419559;794;31.68018272
687.25;339.6598307;945;40.70556452
800.5;372.4090077;1044;48.19070259
864.25;387.8765673;1087;52.97887893
874;345.7705034;1069;53.87127355
830.25;379.0417023;992;50.58592895
736;353.5659978;862;44.063616
598.75;299.4242621;686;35.56223672
430.375;236.2524504;478;26.02278952
246.8125;139.0502872;251;16.05841287
75.125;46.5214579;21;6.102092
0.403320313;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
26.328125;16.80518865;162;2.341994321
173.6875;106.9625225;392;12.17917619
357.375;179.2274975;610;22.18739123
530.25;275.672604;800;31.97224925
658.5;325.5873675;950;41.01328857
649;304.4917866;1049;48.51919509
688;279.9494472;1091;53.32202865
715.5;288.0379589;1073;54.20520863
707.25;324.8924671;996;50.88594157
646.5;311.862686;866;44.32518741
528.25;266.4823005;690;35.79522266
365.25;202.4340014;482;26.23987886
189.0625;110.235721;256;16.27090641
51.296875;34.50347201;26;6.319574895
0.426879883;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
9.82421875;7.448419372;169;2.627759631
63.5625;42.69846649;398;12.45877357
157;87.3683842;615;22.46719492
277.25;150.011813;805;32.25971262
367.125;185.1462993;954;41.31634695
419.625;199.5484498;1053;48.8431545
478.375;199.2467335;1095;53.66102304
496.375;204.7551299;1077;54.53538934
469.125;218.4715055;1000;51.18254231
336.625;165.5686579;870;44.58380287
221.25;116.6182933;695;36.02576334
111.59375;64.59946283;487;26.45496002
51.015625;32.22859191;260;16.48169642
14.86328125;11.11475097;31;6.53550755
0.116760254;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
13.765625;10.53172113;175;2.909164369
107.15625;69.58848004;404;12.73392832
264.5;138.9135529;621;22.74243139
402.375;213.1016888;810;32.54247492
515.75;256.8758314;959;41.61463697
589.75;276.7296194;1058;49.162474
599.25;245.2388825;1099;53.99576237
611.75;248.1032704;1081;54.86173915
618.5;284.5639598;1004;51.47568368
526.75;255.0643725;874;44.83943691
375.25;192.8287001;699;36.25384241
224.625;127.1005724;491;26.66801552
97.65625;59.749121;265;16.69075786
27.609375;19.81306351;36;6.749853464
0.454589844;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
12.9921875;10.26079583;182;3.186112673
69.625;46.4478929;410;13.00454695
127.5;71.6110315;626;23.01300817
267.375;144.4509786;815;32.82044189
365.875;183.8958169;964;41.90805932
468.125;221.0401346;1062;49.47704948
590.75;241.4569379;1103;54.32614875
541.5;220.9900819;1085;55.184183
502.25;232.3376004;1008;51.76531952
449.25;218.2466919;877;45.09206487
373;191.2517706;703;36.47944371
285.875;159.5668327;495;26.8790275
161.75;94.84390969;270;16.89806497
57.015625;37.49058875;41;6.962575309
1.060058594;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
17.859375;13.99764577;188;3.458512158
94.625;61.89912826;416;13.27053962
206.75;111.3108406;632;23.27883648
321.25;171.872026;820;33.09352298
392.25;196.4139121;968;42.19651816
435.375;205.6145724;1066;49.78677957
444.875;184.602596;1107;54.6520861
400.625;165.8431912;1088;55.50264726
330.5;154.2573822;1011;52.05140497
268;131.5078124;881;45.34166289
204.6875;107.3331544;707;36.70255116
137.125;78.36851325;500;27.08797766
77.46875;47.56001257;274;17.10359129
27.09375;19.30460905;46;7.17363492
0.40246582;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
9.6171875;8.009092774;194;3.726273938
55.03125;36.98750758;422;13.53182011
147.3125;81.46261792;637;23.53983131
266.625;143.6423497;825;33.36163146
345.5;173.2964219;972;42.47992121
370.125;175.2390771;1070;50.09156574
449.625;186.0203262;1111;54.97348021
490.5;200.358511;1092;55.81705974
522.25;240.2602278;1015;52.33389638
545.5;262.0731321;885;45.58820775
443.875;228.4467203;710;36.92314868
338.25;186.1118039;504;27.29484724
202.375;114.947797;279;17.30730958
75.375;46.92029768;51;7.382993291
2.217773438;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
39.75;28.463125;200;3.989312654
194.5;117.8282962;427;13.7883059
366.125;208.8390112;642;23.79591147
444.625;232.5295961;829;33.62468439
513;253.7894328;977;42.75817976
548.25;256.0204426;1074;50.39131232
566.5;230.4873945;1114;55.29023873
571.5;230.5733611;1095;56.12734962
551.5;252.7412259;1018;52.61275127
503;241.8198019;888;45.83167683
435.125;223.6347594;714;37.14122015
299.125;165.348043;508;27.49961691
187;106.8543238;284;17.50919179
72.5625;45.53950029;56;7.590610571
2.538085938;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
42.890625;30.66295934;206;4.247546488
200.125;120.6482616;433;14.03991816
383.5;217.7170278;647;24.04699957
558.75;286.4451794;834;33.8826027
706.25;343.9060572;981;43.03120876
812.75;372.1722304;1078;50.68592659
864.5;337.9994274;1118;55.60227121
854.75;332.0433529;1099;56.43344741
808.75;363.4936237;1022;52.8879282
712.5;336.8823635;892;46.07204805
582.75;295.4143691;718;37.35674933
409.5;221.4158021;512;27.70226678
255.0625;139.3788976;288;17.70920909
95.09375;56.04135227;61;7.796446065
3.642578125;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
44.296875;31.82917798;212;4.500897181
199.5625;120.2484891;438;14.28658179
380.75;216.0744985;652;24.2930221
554.75;284.228677;838;34.13531126
703.25;341.9762214;985;43.29892688
801.25;366.5585445;1081;50.97531883
840.5;328.8151965;1121;55.90948909
836;324.7161785;1102;56.73528492
796;318.9894521;1025;53.15938679
682;322.5609481;895;46.3092997
541.25;274.7555298;722;37.56971974
328.875;180.0238245;516;27.90277634
158.625;91.56116459;293;17.90733178
49.9375;33.18446029;66;8.000458236
2.09765625;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
11.7734375;9.911612942;217;4.749290038
53.9375;35.97038902;443;14.52822542
112.53125;67.23197241;657;24.53390941
156.6875;85.30881752;843;34.38273883
158.5;79.99587163;989;43.56125654
187.375;89.13974098;1085;51.25940238
235.25;98.87253826;1125;56.21180577
236.6875;98.65091534;1106;57.03279524
213.3125;91.65501851;1029;53.42708753
180.8125;88.31784054;899;46.54341047
140.75;73.48340268;726;37.78011468
96.53125;54.87537945;520;28.10112439
52.09375;31.79315612;297;18.10352934
19.5859375;13.94303996;71;8.202604706
1.280761719;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.00066185;0;0;0
18.125;14.85957612;223;4.992653937
85.09375;55.45379281;448;14.76478143
202.1875;118.5974232;661;24.76959576
325.875;172.5850803;847;34.62481818
418.5;207.0611483;993;43.81812398
522.25;242.5651898;1089;51.53809367
600.25;240.7904348;1128;56.50913657
577.5;230.5559069;1109;57.32591267
579.25;237.4722284;1032;53.69099183
527.75;251.2725224;902;46.77435926
467.375;237.6204605;729;37.98791707
360;195.1395842;524;28.297289
194.1875;109.1039337;302;18.29777034
84.75;51.53689488;76;8.402842266
5.169921875;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.005832672;0;6;0
44.546875;32.66835694;228;5.230921331
177.4375;108.2548088;453;14.99618595
348.25;198.2886412;666;25.0000193
506;260.1370243;851;34.86148605
646;313.8757317;996;44.06945928
671.25;308.0874466;1092;51.81131234
648.5;258.0440053;1131;56.80139879
633.25;250.4351341;1112;57.61457271
545;223.8127363;1035;53.95106184
469.25;223.8769871;906;47.00212518
341;174.682761;733;38.19310946
193.625;107.8008231;528;28.49124751
81.3125;48.50541559;306;18.49002249
23.5859375;16.53421947;81;8.601126879
1.721679688;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.01115036;0;12;0
38.578125;29.10120733;234;5.464028238
168.1875;103.1123173;458;15.22237885
354.125;201.1378713;670;25.22512208
518.5;265.6595608;855;35.09268318
659.5;319.6812634;1000;44.31519641
782.5;355.9329835;1095;52.07898122
868.75;335.5166456;1135;57.08851172
893;341.1129055;1115;57.89871199
863;339.7827515;1038;54.20726042
769.5;358.9651156;909;47.22668743
618.25;309.5011103;736;38.39567393
471;249.4342312;532;28.68297646
279.375;148.4405429;310;18.6802526
113.78125;64.36859614;86;8.797413695
7.736328125;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.061645508;0;17;0
57.734375;40.32481813;239;5.691914242
215.9375;127.8085798;463;15.44330373
400.125;224.8906052;675;25.44485006
569;288.7611918;859;35.31835433
710.5;342.5529535;1003;44.55527326
818.5;370.6645496;1099;52.34102642
863;332.8130439;1138;57.37039664
846.5;324.5406556;1118;58.17826826
823.5;325.1833725;1041;54.4595511
756;352.3774979;912;47.44802523
626;312.647744;740;38.59559204
462;244.5910593;536;28.87245156
286.375;151.1837818;315;18.86842656
116.9375;65.74852003;90;8.991657057
8.60546875;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.129333496;0;23;0
62.578125;43.00934626;244;5.914522478
225.8125;132.5059489;468;15.65890796
408.875;229.1420526;679;25.65915311
583;294.7378982;863;35.53844831
731.5;351.6101751;1007;44.78963167
841.75;379.9916892;1102;52.59737737
904;346.0425843;1141;57.64697689
914.25;346.7395289;1121;58.45318033
871.75;341.3854627;1044;54.70789791
779.25;361.9769181;915;47.66611774
644.75;320.9768069;743;38.79284476
479.75;252.7900107;540;29.05964767
299.25;156.4105957;319;19.05450934
124.375;68.78355192;95;9.183810519
9.96875;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.23034668;0;28;0
64.53125;44.17982926;249;6.131799615
227.625;133.1908744;472;15.86914258
409.625;229.3113728;683;25.86798498
583;294.3303904;866;35.7529179
730.5;350.5993657;1010;45.01821746
840.5;378.8415059;1105;52.84796686
903.75;345.1899347;1144;57.91817785
914.75;346.2610487;1124;58.72338802
872.75;340.9960652;1047;54.95226541
780.75;362.0594343;918;47.88094398
646.5;321.306451;747;38.98741244
481.625;253.2732992;544;29.24453874
301.25;156.9324406;323;19.23846502
126.375;69.69912642;100;9.373826855
10.91796875;0.006187222;0;0.000997817
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.338256836;0;34;0
65.125;44.618803;254;6.34369584
225;131.6899677;477;16.07396237
405;226.5811891;687;26.0713033
577;291.1465294;870;35.96171994
724;347.0690465;1013;45.2409804
837;376.7214421;1108;53.09273109
899.25;343.033417;1146;58.18392698
910.25;343.9737046;1127;58.98883217
867.25;338.3481179;1050;55.19261854
776.5;359.5242868;922;48.09248277
644.75;319.8787047;750;39.17927474
482.25;253.1381818;547;29.42709784
303;157.3289621;327;19.42025672
128.75;70.77315262;104;9.561658081
11.9296875;1.243922571;0;0.200395724
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.523925781;0;39;0
70.59375;47.51278046;259;6.550164833
234.0625;135.8850389;481;16.27332576
415.125;231.4931882;691;26.26906955
566;285.6401584;873;36.16481526
664.25;319.3233598;1017;45.45787429
738.25;299.0204479;1111;53.33160971
772.25;298.6848155;1149;58.44415385
787;301.4867325;1129;59.24945455
728;288.5646313;1053;55.42892257
603;282.141964;925;48.30071265
441.875;222.2232697;753;39.36841056
343.875;184.5722322;551;29.60729709
222.25;120.5948282;331;19.59984667
92.375;55.34742754;109;9.747255466
10.37890625;2.039816271;0;0.397347339
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.520507813;0;44;0
33.484375;25.6217025;263;6.751163743
98.75;62.5329578;485;16.46719483
175.1875;102.0555746;694;26.46124902
257.625;136.1399379;877;36.36216867
302.875;149.1230813;1020;45.66885693
324.375;138.0462064;1113;53.56454586
344.5;140.1318858;1152;58.69879017
330.25;133.4888237;1132;59.50519787
296.75;123.775167;1056;55.66114304
267.625;127.8678638;927;48.50561178
228.0625;116.349176;757;39.55479807
178.5625;98.35936078;555;29.78510764
117.375;67.23964789;335;19.77719615
64.8125;41.17762017;113;9.930569558
9.7421875;2.68091998;0;0.591792865
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.906494141;0;49;0
69.21875;47.01844622;268;6.946653156
221.625;129.2839544;489;16.65553529
401.625;223.9500387;698;26.64781083
569.75;286.5367903;880;36.55374896
709.75;339.0276227;1022;45.8738901
799.25;319.9466532;1116;53.79148618
831.75;318.084137;1154;58.9477698
817.75;310.8625803;1135;59.75600569
734;289.5443316;1058;55.88924568
526;246.6117775;930;48.70715794
307.75;155.8547872;760;39.73841454
127.9375;70.9318341;558;29.96049968
58.546875;34.47267861;339;19.95226553
22.890625;15.76033304;118;10.1115502
3.521484375;1.278920837;0;0.783672152
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.854980469;0;53;0
39.75;29.70662703;272;7.136597062
136.0625;83.72123939;493;16.83831642
305.5;173.2238388;701;26.82872783
463.375;236.6207096;883;36.73952886
527.5;254.888514;1025;46.0729396
432.875;181.0610468;1119;54.01238086
355.75;143.955417;1157;59.19102878
203.375;83.11296961;1137;60.00182245
145.5;61.52373126;1061;56.11319633
159.6875;76.60691912;933;48.90532839
164.5625;84.08413037;763;39.91923644
130.8125;72.38458926;562;30.13344241
73.71875;42.96794292;343;20.12501428
37.171875;24.87983724;122;10.29014654
4.345703125;1.816774564;0;0.972924717
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.148376465;0;58;0
9.5390625;7.753406056;276;7.320962819
33.609375;21.95610729;497;17.01551103
76.34375;45.05855214;705;27.00397661
130.75;69.8624699;886;36.91948498
187.6875;92.71912179;1028;46.26597521
225.125;96.39181483;1121;54.22718367
222.5;91.28537718;1159;59.42850539
214.25;87.27266952;1140;60.24259341
197.0625;82.66681979;1063;56.33296086
164.1875;78.63524723;936;49.10009985
124.125;63.50599157;766;40.09723928
92.75;51.55814283;565;30.30390401
57.515625;33.71188729;347;20.29540094
23.8125;16.30917702;126;10.46630707
3.473632813;1.635445175;0;1.159489783
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.458862305;0;62;0
21.734375;17.01483401;280;7.499721113
71.5625;45.57585815;500;17.18709545
146.8125;85.39899665;708;27.17353742
255.4375;134.9663188;889;37.09359783
401.75;195.2474418;1031;46.45297066
497.875;205.8238438;1124;54.43585197
555.25;218.5703184;1162;59.66014012
525;205.6927989;1142;60.47826459
443.25;180.2922436;1066;56.54850516
370.25;174.6314312;939;49.29144842
305.875;154.2377473;769;40.27239763
218.25;118.6977911;568;30.47185164
138.875;77.89842734;351;20.46338315
60.75;38.81194184;131;10.63997966
5.42578125;2.738574466;0;1.343306309
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1.5625;0;67;0
48.609375;35.18187715;284;7.672845915
150.5625;91.11812422;504;17.35304945
275.875;156.5106844;711;27.33739416
398.125;207.7594684;892;37.26185171
528.5;254.2395406;1033;46.63390365
644.5;261.2244917;1126;54.63834674
687.25;265.6469162;1164;59.88587579
729;278.1266859;1144;60.70878282
697.75;274.5426404;1068;56.75979499
634.75;293.6865432;941;49.47934955
539;266.8121894;772;40.4446851
382.25;202.0989952;572;30.63725144
234.25;124.6793649;354;20.62891769
104.6875;61.32603255;135;10.81111154
14.7421875;7.389922768;0;1.524313018
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1.212890625;0;71;0
41.9375;30.86915759;288;7.840314439
121.40625;74.61857519;507;17.5133562
216.3125;123.8929586;714;27.49553428
288.25;151.4534306;894;37.4242347
342.5;166.6730956;1036;46.80875577
379.875;158.8010201;1128;54.83463255
349.75;140.6233957;1166;60.10565747
323.5;129.4206573;1146;60.93409566
277.375;114.6927564;1071;56.96679602
223.4375;106.1413222;944;49.66377793
170.875;86.76589887;775;40.61407428
114.625;63.22308024;575;30.80006851
79.1875;45.58737423;358;20.79196042
36.390625;24.27324025;139;10.97964935
5.208984375;2.979782569;0;1.702448432
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0.664550781;0;75;0
19.515625;15.19736813;292;8.002107087
62.1875;39.47602442;511;17.66800221
128.375;74.54889782;717;27.64794875
279.875;146.9268071;897;37.58073861
686.75;325.7786299;1038;46.97751251
763.75;303.8785241;1130;55.02467765
780.25;297.0503854;1168;60.31943262
805.75;303.3868339;1149;61.15415139
791.5;306.734158;1073;57.16947366
696.5;320.0678716;946;49.84470749
575.25;283.2762173;778;40.7805367
411.25;215.8401083;578;30.96026692
248.8125;130.8880537;362;20.95246636
111.34375;64.46618007;143;11.14553918
16.5625;9.12444279;0;1.877650901
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
2.784179688;0;79;0
73.46875;49.29441158;295;8.158207406
221.5;127.3081327;514;17.81697729
410.75;226.2753176;720;27.79463202
568;291.1948138;899;37.7313589
733.25;346.1770662;1040;47.14016316
805;317.990906;1132;55.20845386
897.75;336.2088615;1170;60.52715104
910.25;337.7047243;1151;61.36889899
871.25;333.7321433;1075;57.36779309
777.5;354.8847777;949;50.02211133
623.25;305.4635987;781;40.94404285
420.25;220.0138509;582;31.11780968
234.9375;124.3152717;365;21.11038969
97.75;58.16720557;147;11.30872657
15.66015625;9.047629061;0;2.049858634
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1.656738281;0;83;0
29.0078125;21.88433241;299;8.30860203
71.875;45.10110997;517;17.96027448
118.84375;68.91599816;723;27.9355819
148.3125;78.43802808;902;37.8760946
170.625;83.65020637;1042;47.29670082
193.3125;82.23356719;1134;55.38593669
237.625;96.3442274;1172;60.72876496
255.125;102.3872113;1153;61.57828818
260.75;107.4853655;1077;57.56171917
293.875;138.428766;951;50.19596166
302.375;151.5316964;783;41.10456212
241.375;129.9805879;585;31.27265877
157;86.37223653;369;21.26568372
64.875;41.06437509;151;11.46915654
10.9453125;6.754413036;0;2.219009733
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1.770996094;0;87;0
39.1875;28.72359916;302;8.453280626
127.28125;77.12501364;520;18.09788999
286.5;160.9558077;725;28.07079954
495.125;254.5861543;904;38.0149483
629;298.3538719;1044;47.44712233
653.75;262.4501876;1136;55.55710522
761;289.1216703;1174;60.92422902
802.25;300.8432899;1155;61.78226931
777.5;300.4503166;1079;57.75121639
714;326.6362168;954;50.3662298
614.25;300.5904677;786;41.26206279
469;243.1079614;588;31.42477512
280.125;144.2008525;372;21.41830097
142.8125;86.45495889;155;11.62677362
25.328125;14.61493709;0;2.38504222
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
4.94921875;0;90;0
99.375;61.77967348;305;8.59223584
256.75;143.3401341;522;18.22982312
425.75;232.8426429;727;28.20028933
594;302.6211401;906;38.147926
