Unterchaching_mod;;;;;;;;;
bid;footprint_area;use;free_walls;lat;lon;NUTS_0;NUTS_1;NUTS_2;NUTS_3
348;177.221;3;3;48.065;11.628;Germany;Bavaria;Munich;Unterhaching
349;67.103;3;2;48.065;11.625;Germany;Bavaria;Munich;Unterhaching
350;183.982;3;4;48.067;11.625;Germany;Bavaria;Munich;Unterhaching
351;106.601;3;3;48.067;11.626;Germany;Bavaria;Munich;Unterhaching
352;85.069;3;4;48.066;11.625;Germany;Bavaria;Munich;Unterhaching
353;424.790;3;4;48.067;11.626;Germany;Bavaria;Munich;Unterhaching
354;394.205;3;4;48.063;11.624;Germany;Bavaria;Munich;Unterhaching
355;374.411;3;4;48.066;11.626;Germany;Bavaria;Munich;Unterhaching
356;80.037;3;3;48.066;11.625;Germany;Bavaria;Munich;Unterhaching
357;279.838;3;4;48.065;11.628;Germany;Bavaria;Munich;Unterhaching
358;178.760;3;4;48.066;11.626;Germany;Bavaria;Munich;Unterhaching
359;67.797;3;3;48.066;11.625;Germany;Bavaria;Munich;Unterhaching
360;368.205;3;3;48.064;11.625;Germany;Bavaria;Munich;Unterhaching
361;263.649;3;4;48.067;11.626;Germany;Bavaria;Munich;Unterhaching
362;168.080;3;4;48.066;11.625;Germany;Bavaria;Munich;Unterhaching
363;71.522;3;4;48.066;11.627;Germany;Bavaria;Munich;Unterhaching
364;71.480;3;4;48.066;11.627;Germany;Bavaria;Munich;Unterhaching
365;491.733;3;3;48.066;11.628;Germany;Bavaria;Munich;Unterhaching
366;298.944;3;2;48.065;11.628;Germany;Bavaria;Munich;Unterhaching
367;330.055;3;4;48.063;11.627;Germany;Bavaria;Munich;Unterhaching
368;759.310;3;4;48.064;11.627;Germany;Bavaria;Munich;Unterhaching
369;246.195;3;4;48.063;11.627;Germany;Bavaria;Munich;Unterhaching
370;536.435;3;4;48.064;11.628;Germany;Bavaria;Munich;Unterhaching
371;309.702;3;4;48.063;11.628;Germany;Bavaria;Munich;Unterhaching
372;227.104;3;4;48.064;11.627;Germany;Bavaria;Munich;Unterhaching
373;1199.802;3;4;48.064;11.626;Germany;Bavaria;Munich;Unterhaching
374;459.891;3;4;48.063;11.627;Germany;Bavaria;Munich;Unterhaching
375;366.365;0;4;48.064;11.626;Germany;Bavaria;Munich;Unterhaching
376;348.180;3;4;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
377;237.353;3;4;48.063;11.627;Germany;Bavaria;Munich;Unterhaching
378;349.666;3;4;48.063;11.626;Germany;Bavaria;Munich;Unterhaching
379;290.757;3;3;48.064;11.629;Germany;Bavaria;Munich;Unterhaching
380;386.871;3;4;48.064;11.626;Germany;Bavaria;Munich;Unterhaching
381;577.239;3;4;48.065;11.629;Germany;Bavaria;Munich;Unterhaching
382;242.174;3;4;48.063;11.627;Germany;Bavaria;Munich;Unterhaching
383;557.096;3;4;48.065;11.627;Germany;Bavaria;Munich;Unterhaching
384;296.771;3;2;48.064;11.629;Germany;Bavaria;Munich;Unterhaching
385;859.491;3;4;48.064;11.626;Germany;Bavaria;Munich;Unterhaching
386;59.751;1;4;48.065;11.630;Germany;Bavaria;Munich;Unterhaching
387;240.848;3;4;48.063;11.627;Germany;Bavaria;Munich;Unterhaching
388;232.953;3;3;48.061;11.629;Germany;Bavaria;Munich;Unterhaching
389;235.268;3;4;48.065;11.626;Germany;Bavaria;Munich;Unterhaching
390;501.265;3;4;48.061;11.629;Germany;Bavaria;Munich;Unterhaching
391;417.360;3;4;48.065;11.626;Germany;Bavaria;Munich;Unterhaching
392;429.445;3;3;48.061;11.629;Germany;Bavaria;Munich;Unterhaching
393;117.985;3;3;48.064;11.629;Germany;Bavaria;Munich;Unterhaching
394;594.160;3;3;48.061;11.629;Germany;Bavaria;Munich;Unterhaching
395;253.971;3;4;48.061;11.629;Germany;Bavaria;Munich;Unterhaching
396;234.573;3;3;48.062;11.624;Germany;Bavaria;Munich;Unterhaching
397;229.785;3;2;48.062;11.624;Germany;Bavaria;Munich;Unterhaching
398;243.039;3;3;48.062;11.624;Germany;Bavaria;Munich;Unterhaching
399;227.508;3;2;48.062;11.625;Germany;Bavaria;Munich;Unterhaching
400;231.561;3;3;48.062;11.625;Germany;Bavaria;Munich;Unterhaching
401;250.708;3;3;48.062;11.625;Germany;Bavaria;Munich;Unterhaching
402;350.347;3;4;48.077;11.609;Germany;Bavaria;Munich;Unterhaching
403;261.030;3;4;48.073;11.601;Germany;Bavaria;Munich;Unterhaching
404;183.923;3;4;48.071;11.603;Germany;Bavaria;Munich;Unterhaching
405;54.348;3;4;48.073;11.601;Germany;Bavaria;Munich;Unterhaching
406;81.652;3;4;48.072;11.603;Germany;Bavaria;Munich;Unterhaching
407;68.733;3;2;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
408;67.899;3;3;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
409;237.719;3;4;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
410;93.604;3;3;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
411;179.402;3;3;48.072;11.604;Germany;Bavaria;Munich;Unterhaching
412;716.040;2;3;48.072;11.605;Germany;Bavaria;Munich;Unterhaching
413;574.217;3;4;48.074;11.604;Germany;Bavaria;Munich;Unterhaching
414;353.930;3;4;48.069;11.602;Germany;Bavaria;Munich;Unterhaching
415;331.466;3;4;48.068;11.602;Germany;Bavaria;Munich;Unterhaching
416;314.137;3;4;48.068;11.603;Germany;Bavaria;Munich;Unterhaching
417;270.149;3;4;48.077;11.602;Germany;Bavaria;Munich;Unterhaching
418;235.923;3;4;48.079;11.607;Germany;Bavaria;Munich;Unterhaching
419;244.796;3;4;48.079;11.604;Germany;Bavaria;Munich;Unterhaching
420;98.478;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
421;68.767;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
422;58.991;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
423;67.505;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
424;164.490;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
425;98.748;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
426;108.871;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
427;308.244;3;3;48.082;11.602;Germany;Bavaria;Munich;Unterhaching
428;142.799;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
429;68.813;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
430;123.728;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
431;153.441;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
432;58.205;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
433;142.963;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
434;499.298;3;4;48.080;11.601;Germany;Bavaria;Munich;Unterhaching
435;149.978;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
436;142.982;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
437;60.665;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
438;109.373;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
439;98.938;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
440;1760.043;0;4;48.057;11.604;Germany;Bavaria;Munich;Unterhaching
441;291.679;3;4;48.063;11.616;Germany;Bavaria;Munich;Unterhaching
442;453.201;3;4;48.063;11.616;Germany;Bavaria;Munich;Unterhaching
443;101.889;3;4;48.063;11.616;Germany;Bavaria;Munich;Unterhaching
444;461.411;3;4;48.063;11.616;Germany;Bavaria;Munich;Unterhaching
445;132.501;3;3;48.064;11.616;Germany;Bavaria;Munich;Unterhaching
446;101.912;3;4;48.062;11.616;Germany;Bavaria;Munich;Unterhaching
447;363.623;3;4;48.060;11.627;Germany;Bavaria;Munich;Unterhaching
448;202.966;3;3;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
449;205.220;3;3;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
450;403.588;3;4;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
451;349.438;3;4;48.075;11.603;Germany;Bavaria;Munich;Unterhaching
452;199.556;3;3;48.072;11.605;Germany;Bavaria;Munich;Unterhaching
453;336.984;0;4;48.072;11.606;Germany;Bavaria;Munich;Unterhaching
454;160.199;0;3;48.072;11.605;Germany;Bavaria;Munich;Unterhaching
455;181.658;0;4;48.072;11.605;Germany;Bavaria;Munich;Unterhaching
456;309.613;3;2;48.072;11.605;Germany;Bavaria;Munich;Unterhaching
457;709.378;2;4;48.079;11.605;Germany;Bavaria;Munich;Unterhaching
458;595.845;2;4;48.080;11.605;Germany;Bavaria;Munich;Unterhaching
459;84.947;3;2;48.070;11.610;Germany;Bavaria;Munich;Unterhaching
460;715.014;3;2;48.070;11.610;Germany;Bavaria;Munich;Unterhaching
461;84.060;3;2;48.069;11.610;Germany;Bavaria;Munich;Unterhaching
462;86.248;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
463;79.406;3;3;48.070;11.610;Germany;Bavaria;Munich;Unterhaching
464;86.943;3;3;48.069;11.610;Germany;Bavaria;Munich;Unterhaching
465;83.170;3;2;48.070;11.610;Germany;Bavaria;Munich;Unterhaching
466;768.164;3;3;48.071;11.610;Germany;Bavaria;Munich;Unterhaching
467;449.225;3;3;48.069;11.610;Germany;Bavaria;Munich;Unterhaching
468;143.679;3;3;48.069;11.610;Germany;Bavaria;Munich;Unterhaching
469;232.901;3;2;48.069;11.610;Germany;Bavaria;Munich;Unterhaching
470;318.943;3;3;48.069;11.609;Germany;Bavaria;Munich;Unterhaching
471;313.576;3;4;48.070;11.611;Germany;Bavaria;Munich;Unterhaching
472;737.909;3;3;48.070;11.610;Germany;Bavaria;Munich;Unterhaching
473;80.867;3;2;48.069;11.610;Germany;Bavaria;Munich;Unterhaching
474;57.798;3;4;48.068;11.613;Germany;Bavaria;Munich;Unterhaching
475;295.739;3;4;48.071;11.610;Germany;Bavaria;Munich;Unterhaching
476;91.627;3;2;48.070;11.610;Germany;Bavaria;Munich;Unterhaching
477;83.357;3;2;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
478;84.765;3;3;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
479;80.824;3;2;48.068;11.608;Germany;Bavaria;Munich;Unterhaching
480;77.710;3;4;48.068;11.610;Germany;Bavaria;Munich;Unterhaching
481;94.058;3;2;48.068;11.608;Germany;Bavaria;Munich;Unterhaching
482;85.641;3;3;48.068;11.608;Germany;Bavaria;Munich;Unterhaching
483;90.173;3;4;48.068;11.610;Germany;Bavaria;Munich;Unterhaching
484;97.259;3;2;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
485;78.824;3;4;48.068;11.610;Germany;Bavaria;Munich;Unterhaching
486;61.175;3;4;48.061;11.629;Germany;Bavaria;Munich;Unterhaching
487;63.060;3;4;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
488;182.436;3;4;48.068;11.605;Germany;Bavaria;Munich;Unterhaching
489;92.363;3;4;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
490;204.074;3;4;48.068;11.603;Germany;Bavaria;Munich;Unterhaching
491;170.500;3;4;48.068;11.605;Germany;Bavaria;Munich;Unterhaching
492;273.396;3;4;48.068;11.602;Germany;Bavaria;Munich;Unterhaching
493;168.527;3;4;48.068;11.602;Germany;Bavaria;Munich;Unterhaching
494;167.506;3;4;48.068;11.601;Germany;Bavaria;Munich;Unterhaching
495;66.080;3;4;48.068;11.601;Germany;Bavaria;Munich;Unterhaching
496;172.204;3;4;48.068;11.601;Germany;Bavaria;Munich;Unterhaching
497;233.296;3;4;48.067;11.605;Germany;Bavaria;Munich;Unterhaching
498;128.260;3;3;48.068;11.600;Germany;Bavaria;Munich;Unterhaching
499;150.085;3;4;48.068;11.600;Germany;Bavaria;Munich;Unterhaching
500;415.405;3;4;48.068;11.609;Germany;Bavaria;Munich;Unterhaching
501;651.639;3;4;48.068;11.604;Germany;Bavaria;Munich;Unterhaching
502;110.475;3;4;48.068;11.602;Germany;Bavaria;Munich;Unterhaching
503;100.172;3;3;48.068;11.600;Germany;Bavaria;Munich;Unterhaching
504;365.193;3;4;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
505;208.101;3;4;48.068;11.602;Germany;Bavaria;Munich;Unterhaching
506;141.717;3;4;48.067;11.608;Germany;Bavaria;Munich;Unterhaching
507;129.697;1;3;48.072;11.620;Germany;Bavaria;Munich;Unterhaching
508;271.789;1;3;48.072;11.619;Germany;Bavaria;Munich;Unterhaching
509;208.748;1;2;48.072;11.620;Germany;Bavaria;Munich;Unterhaching
510;75.699;1;2;48.072;11.619;Germany;Bavaria;Munich;Unterhaching
511;511.087;3;4;48.073;11.605;Germany;Bavaria;Munich;Unterhaching
512;88.482;3;3;48.059;11.619;Germany;Bavaria;Munich;Unterhaching
513;232.649;3;4;48.059;11.618;Germany;Bavaria;Munich;Unterhaching
514;593.292;3;4;48.059;11.618;Germany;Bavaria;Munich;Unterhaching
515;453.100;3;3;48.065;11.615;Germany;Bavaria;Munich;Unterhaching
516;672.529;3;2;48.066;11.617;Germany;Bavaria;Munich;Unterhaching
517;299.767;3;2;48.066;11.616;Germany;Bavaria;Munich;Unterhaching
518;1026.953;3;2;48.066;11.616;Germany;Bavaria;Munich;Unterhaching
519;253.104;3;3;48.065;11.617;Germany;Bavaria;Munich;Unterhaching
520;253.162;3;2;48.065;11.617;Germany;Bavaria;Munich;Unterhaching
521;280.456;3;3;48.066;11.615;Germany;Bavaria;Munich;Unterhaching
522;371.764;3;2;48.066;11.616;Germany;Bavaria;Munich;Unterhaching
523;362.601;3;3;48.066;11.615;Germany;Bavaria;Munich;Unterhaching
524;237.255;3;2;48.066;11.616;Germany;Bavaria;Munich;Unterhaching
525;735.014;3;1;48.066;11.615;Germany;Bavaria;Munich;Unterhaching
526;428.826;3;1;48.066;11.616;Germany;Bavaria;Munich;Unterhaching
527;51.288;3;4;48.067;11.618;Germany;Bavaria;Munich;Unterhaching
528;335.728;3;4;48.054;11.622;Germany;Bavaria;Munich;Unterhaching
529;487.129;3;4;48.054;11.622;Germany;Bavaria;Munich;Unterhaching
530;178.917;3;4;48.054;11.622;Germany;Bavaria;Munich;Unterhaching
531;524.906;3;4;48.054;11.622;Germany;Bavaria;Munich;Unterhaching
532;290.968;3;4;48.054;11.622;Germany;Bavaria;Munich;Unterhaching
533;170.124;3;4;48.054;11.620;Germany;Bavaria;Munich;Unterhaching
534;233.603;3;4;48.054;11.621;Germany;Bavaria;Munich;Unterhaching
535;189.901;3;4;48.054;11.621;Germany;Bavaria;Munich;Unterhaching
536;375.542;3;4;48.054;11.620;Germany;Bavaria;Munich;Unterhaching
537;139.182;3;4;48.055;11.621;Germany;Bavaria;Munich;Unterhaching
538;232.171;3;4;48.055;11.621;Germany;Bavaria;Munich;Unterhaching
539;185.458;3;4;48.055;11.620;Germany;Bavaria;Munich;Unterhaching
540;231.174;3;4;48.056;11.620;Germany;Bavaria;Munich;Unterhaching
541;196.695;3;4;48.056;11.620;Germany;Bavaria;Munich;Unterhaching
542;111.386;3;4;48.056;11.620;Germany;Bavaria;Munich;Unterhaching
543;423.415;3;4;48.056;11.620;Germany;Bavaria;Munich;Unterhaching
544;619.664;0;4;48.056;11.620;Germany;Bavaria;Munich;Unterhaching
545;502.656;3;4;48.055;11.622;Germany;Bavaria;Munich;Unterhaching
546;446.537;3;4;48.055;11.621;Germany;Bavaria;Munich;Unterhaching
547;490.900;3;4;48.055;11.621;Germany;Bavaria;Munich;Unterhaching
548;110.941;3;4;48.055;11.621;Germany;Bavaria;Munich;Unterhaching
549;142.446;3;4;48.055;11.622;Germany;Bavaria;Munich;Unterhaching
550;183.005;3;4;48.055;11.622;Germany;Bavaria;Munich;Unterhaching
551;307.489;3;4;48.055;11.622;Germany;Bavaria;Munich;Unterhaching
552;707.103;3;4;48.056;11.621;Germany;Bavaria;Munich;Unterhaching
553;434.176;3;4;48.056;11.621;Germany;Bavaria;Munich;Unterhaching
554;959.133;0;4;48.056;11.621;Germany;Bavaria;Munich;Unterhaching
555;599.731;0;4;48.057;11.621;Germany;Bavaria;Munich;Unterhaching
556;127.708;3;4;48.057;11.621;Germany;Bavaria;Munich;Unterhaching
557;370.957;3;4;48.057;11.621;Germany;Bavaria;Munich;Unterhaching
558;396.086;3;4;48.058;11.620;Germany;Bavaria;Munich;Unterhaching
559;469.367;3;4;48.057;11.620;Germany;Bavaria;Munich;Unterhaching
560;304.260;3;4;48.058;11.619;Germany;Bavaria;Munich;Unterhaching
561;200.997;3;4;48.058;11.619;Germany;Bavaria;Munich;Unterhaching
562;277.773;3;4;48.058;11.620;Germany;Bavaria;Munich;Unterhaching
563;348.140;3;4;48.058;11.620;Germany;Bavaria;Munich;Unterhaching
564;288.512;3;4;48.058;11.619;Germany;Bavaria;Munich;Unterhaching
565;246.325;3;4;48.059;11.619;Germany;Bavaria;Munich;Unterhaching
566;163.356;3;4;48.058;11.618;Germany;Bavaria;Munich;Unterhaching
567;597.656;0;3;48.059;11.619;Germany;Bavaria;Munich;Unterhaching
568;532.446;3;4;48.059;11.619;Germany;Bavaria;Munich;Unterhaching
569;925.688;3;4;48.059;11.618;Germany;Bavaria;Munich;Unterhaching
570;241.341;3;4;48.060;11.618;Germany;Bavaria;Munich;Unterhaching
571;445.190;3;4;48.060;11.618;Germany;Bavaria;Munich;Unterhaching
572;395.441;3;4;48.058;11.620;Germany;Bavaria;Munich;Unterhaching
573;275.092;3;4;48.058;11.621;Germany;Bavaria;Munich;Unterhaching
574;2843.118;2;3;48.060;11.625;Germany;Bavaria;Munich;Unterhaching
575;157.441;3;4;48.058;11.621;Germany;Bavaria;Munich;Unterhaching
576;215.965;3;4;48.059;11.620;Germany;Bavaria;Munich;Unterhaching
577;248.295;3;4;48.058;11.620;Germany;Bavaria;Munich;Unterhaching
578;219.574;3;4;48.058;11.621;Germany;Bavaria;Munich;Unterhaching
579;247.216;3;4;48.058;11.621;Germany;Bavaria;Munich;Unterhaching
580;294.517;3;4;48.059;11.620;Germany;Bavaria;Munich;Unterhaching
581;487.599;3;4;48.059;11.620;Germany;Bavaria;Munich;Unterhaching
582;391.282;3;4;48.058;11.621;Germany;Bavaria;Munich;Unterhaching
583;848.915;3;4;48.059;11.621;Germany;Bavaria;Munich;Unterhaching
584;1063.483;3;4;48.060;11.624;Germany;Bavaria;Munich;Unterhaching
585;514.606;3;4;48.059;11.623;Germany;Bavaria;Munich;Unterhaching
586;227.919;3;3;48.059;11.622;Germany;Bavaria;Munich;Unterhaching
587;502.726;3;4;48.060;11.623;Germany;Bavaria;Munich;Unterhaching
588;712.674;3;4;48.059;11.622;Germany;Bavaria;Munich;Unterhaching
589;351.095;3;4;48.059;11.622;Germany;Bavaria;Munich;Unterhaching
590;167.160;3;4;48.059;11.619;Germany;Bavaria;Munich;Unterhaching
591;183.198;3;4;48.059;11.619;Germany;Bavaria;Munich;Unterhaching
592;149.736;3;4;48.059;11.619;Germany;Bavaria;Munich;Unterhaching
593;253.349;3;4;48.060;11.619;Germany;Bavaria;Munich;Unterhaching
594;274.657;3;4;48.060;11.619;Germany;Bavaria;Munich;Unterhaching
595;135.529;3;3;48.059;11.619;Germany;Bavaria;Munich;Unterhaching
596;1794.509;3;4;48.057;11.619;Germany;Bavaria;Munich;Unterhaching
597;170.549;3;4;48.057;11.619;Germany;Bavaria;Munich;Unterhaching
598;761.490;3;4;48.057;11.619;Germany;Bavaria;Munich;Unterhaching
599;110.757;3;4;48.059;11.618;Germany;Bavaria;Munich;Unterhaching
600;406.263;3;4;48.059;11.618;Germany;Bavaria;Munich;Unterhaching
601;193.604;3;3;48.059;11.618;Germany;Bavaria;Munich;Unterhaching
602;131.661;3;4;48.058;11.618;Germany;Bavaria;Munich;Unterhaching
603;140.688;3;4;48.058;11.619;Germany;Bavaria;Munich;Unterhaching
604;249.169;3;4;48.058;11.618;Germany;Bavaria;Munich;Unterhaching
605;723.444;3;4;48.058;11.619;Germany;Bavaria;Munich;Unterhaching
606;432.752;3;4;48.058;11.618;Germany;Bavaria;Munich;Unterhaching
607;264.005;3;4;48.061;11.618;Germany;Bavaria;Munich;Unterhaching
608;720.201;0;4;48.061;11.618;Germany;Bavaria;Munich;Unterhaching
609;280.786;3;3;48.061;11.618;Germany;Bavaria;Munich;Unterhaching
610;404.426;3;3;48.061;11.618;Germany;Bavaria;Munich;Unterhaching
611;234.215;3;4;48.061;11.617;Germany;Bavaria;Munich;Unterhaching
612;498.252;3;3;48.066;11.618;Germany;Bavaria;Munich;Unterhaching
613;937.876;3;4;48.066;11.618;Germany;Bavaria;Munich;Unterhaching
614;209.105;3;4;48.065;11.618;Germany;Bavaria;Munich;Unterhaching
615;110.201;3;4;48.066;11.618;Germany;Bavaria;Munich;Unterhaching
616;3264.466;0;4;48.074;11.620;Germany;Bavaria;Munich;Unterhaching
617;3924.614;1;4;48.073;11.620;Germany;Bavaria;Munich;Unterhaching
618;208.957;3;4;48.074;11.605;Germany;Bavaria;Munich;Unterhaching
619;166.488;3;2;48.078;11.606;Germany;Bavaria;Munich;Unterhaching
620;166.434;3;2;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
621;166.540;3;3;48.078;11.606;Germany;Bavaria;Munich;Unterhaching
622;167.110;3;3;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
623;66.741;3;3;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
624;71.026;3;3;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
625;69.845;3;3;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
626;71.501;3;3;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
627;65.794;3;3;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
628;80.212;3;4;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
629;62.151;3;3;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
630;541.027;3;4;48.069;11.612;Germany;Bavaria;Munich;Unterhaching
631;97.964;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
632;98.259;3;3;48.069;11.610;Germany;Bavaria;Munich;Unterhaching
633;212.931;3;4;48.069;11.612;Germany;Bavaria;Munich;Unterhaching
634;64.940;3;2;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
635;88.375;3;2;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
636;88.172;3;2;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
637;65.020;3;3;48.069;11.612;Germany;Bavaria;Munich;Unterhaching
638;131.560;3;4;48.069;11.610;Germany;Bavaria;Munich;Unterhaching
639;64.524;3;2;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
640;150.135;3;4;48.069;11.612;Germany;Bavaria;Munich;Unterhaching
641;180.895;3;4;48.069;11.612;Germany;Bavaria;Munich;Unterhaching
642;87.335;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
643;401.279;3;4;48.070;11.612;Germany;Bavaria;Munich;Unterhaching
644;87.135;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
645;56.373;3;3;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
646;840.965;0;3;48.055;11.607;Germany;Bavaria;Munich;Unterhaching
647;671.570;0;2;48.055;11.608;Germany;Bavaria;Munich;Unterhaching
648;522.076;0;3;48.055;11.608;Germany;Bavaria;Munich;Unterhaching
649;439.287;3;3;48.061;11.627;Germany;Bavaria;Munich;Unterhaching
650;123.301;3;4;48.060;11.625;Germany;Bavaria;Munich;Unterhaching
651;77.057;3;4;48.060;11.624;Germany;Bavaria;Munich;Unterhaching
652;138.327;3;4;48.060;11.625;Germany;Bavaria;Munich;Unterhaching
653;360.717;3;4;48.060;11.624;Germany;Bavaria;Munich;Unterhaching
654;321.015;3;4;48.061;11.625;Germany;Bavaria;Munich;Unterhaching
655;245.346;3;4;48.060;11.624;Germany;Bavaria;Munich;Unterhaching
656;109.937;3;4;48.060;11.626;Germany;Bavaria;Munich;Unterhaching
657;145.833;3;4;48.060;11.623;Germany;Bavaria;Munich;Unterhaching
658;171.896;3;4;48.060;11.625;Germany;Bavaria;Munich;Unterhaching
659;304.709;3;4;48.061;11.625;Germany;Bavaria;Munich;Unterhaching
660;126.866;3;4;48.060;11.624;Germany;Bavaria;Munich;Unterhaching
661;225.686;3;4;48.060;11.624;Germany;Bavaria;Munich;Unterhaching
662;201.405;3;4;48.060;11.623;Germany;Bavaria;Munich;Unterhaching
663;235.925;3;4;48.060;11.623;Germany;Bavaria;Munich;Unterhaching
664;207.663;3;4;48.061;11.626;Germany;Bavaria;Munich;Unterhaching
665;147.078;3;4;48.061;11.626;Germany;Bavaria;Munich;Unterhaching
666;183.263;3;4;48.060;11.626;Germany;Bavaria;Munich;Unterhaching
667;272.310;3;4;48.061;11.626;Germany;Bavaria;Munich;Unterhaching
668;403.516;3;3;48.061;11.627;Germany;Bavaria;Munich;Unterhaching
669;319.415;3;3;48.078;11.602;Germany;Bavaria;Munich;Unterhaching
670;276.250;3;2;48.078;11.602;Germany;Bavaria;Munich;Unterhaching
671;247.557;3;3;48.078;11.602;Germany;Bavaria;Munich;Unterhaching
672;1364.355;0;4;48.066;11.611;Germany;Bavaria;Munich;Unterhaching
673;78.093;3;4;48.066;11.609;Germany;Bavaria;Munich;Unterhaching
674;90.334;3;4;48.066;11.609;Germany;Bavaria;Munich;Unterhaching
675;264.503;3;4;48.066;11.608;Germany;Bavaria;Munich;Unterhaching
676;186.505;3;4;48.066;11.608;Germany;Bavaria;Munich;Unterhaching
677;199.358;3;4;48.066;11.607;Germany;Bavaria;Munich;Unterhaching
678;191.655;3;4;48.066;11.607;Germany;Bavaria;Munich;Unterhaching
679;174.928;3;4;48.066;11.608;Germany;Bavaria;Munich;Unterhaching
680;163.929;3;4;48.066;11.608;Germany;Bavaria;Munich;Unterhaching
681;206.791;3;3;48.059;11.622;Germany;Bavaria;Munich;Unterhaching
682;71.303;3;3;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
683;67.507;3;2;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
684;74.655;3;2;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
685;69.369;3;2;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
686;67.645;3;2;48.062;11.627;Germany;Bavaria;Munich;Unterhaching
687;72.423;3;3;48.063;11.627;Germany;Bavaria;Munich;Unterhaching
688;164.167;3;3;48.063;11.614;Germany;Bavaria;Munich;Unterhaching
689;256.478;3;4;48.071;11.618;Germany;Bavaria;Munich;Unterhaching
690;258.025;3;4;48.071;11.618;Germany;Bavaria;Munich;Unterhaching
691;259.869;3;4;48.071;11.617;Germany;Bavaria;Munich;Unterhaching
692;63.210;3;2;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
693;65.229;3;3;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
694;58.691;3;3;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
695;68.642;3;3;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
696;66.869;3;2;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
697;60.549;3;3;48.061;11.628;Germany;Bavaria;Munich;Unterhaching
698;268.829;3;3;48.066;11.619;Germany;Bavaria;Munich;Unterhaching
699;259.922;3;2;48.066;11.619;Germany;Bavaria;Munich;Unterhaching
700;185.992;3;3;48.067;11.611;Germany;Bavaria;Munich;Unterhaching
701;63.918;3;3;48.061;11.618;Germany;Bavaria;Munich;Unterhaching
702;63.918;3;3;48.061;11.618;Germany;Bavaria;Munich;Unterhaching
703;366.339;3;4;48.061;11.620;Germany;Bavaria;Munich;Unterhaching
