Unterchaching_mod;;;;;;;;;
bid;footprint_area;use;free_walls;lat;lon;NUTS_0;NUTS_1;NUTS_2;NUTS_3
1059;247.065;3;4;48.073;11.607;Germany;Bavaria;Munich;Unterhaching
1060;149.096;3;4;48.073;11.607;Germany;Bavaria;Munich;Unterhaching
1061;196.257;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
1062;81.543;3;4;48.073;11.607;Germany;Bavaria;Munich;Unterhaching
1063;104.311;3;4;48.072;11.607;Germany;Bavaria;Munich;Unterhaching
1064;154.505;3;4;48.073;11.607;Germany;Bavaria;Munich;Unterhaching
1065;151.287;3;4;48.073;11.608;Germany;Bavaria;Munich;Unterhaching
1066;234.633;0;3;48.072;11.606;Germany;Bavaria;Munich;Unterhaching
1067;143.873;3;4;48.072;11.607;Germany;Bavaria;Munich;Unterhaching
1068;266.374;3;3;48.072;11.606;Germany;Bavaria;Munich;Unterhaching
1069;473.622;0;4;48.072;11.607;Germany;Bavaria;Munich;Unterhaching
1070;131.343;3;4;48.072;11.606;Germany;Bavaria;Munich;Unterhaching
1071;334.436;3;3;48.072;11.605;Germany;Bavaria;Munich;Unterhaching
1072;320.508;0;4;48.072;11.606;Germany;Bavaria;Munich;Unterhaching
1073;303.245;3;4;48.077;11.608;Germany;Bavaria;Munich;Unterhaching
1074;403.834;3;4;48.077;11.608;Germany;Bavaria;Munich;Unterhaching
1075;303.201;3;4;48.076;11.609;Germany;Bavaria;Munich;Unterhaching
1076;412.989;3;4;48.077;11.608;Germany;Bavaria;Munich;Unterhaching
1077;352.083;3;4;48.076;11.608;Germany;Bavaria;Munich;Unterhaching
1078;461.198;3;4;48.076;11.608;Germany;Bavaria;Munich;Unterhaching
1079;413.593;3;4;48.076;11.608;Germany;Bavaria;Munich;Unterhaching
1080;412.991;3;4;48.077;11.607;Germany;Bavaria;Munich;Unterhaching
1081;303.247;3;4;48.077;11.608;Germany;Bavaria;Munich;Unterhaching
1082;303.380;3;4;48.076;11.609;Germany;Bavaria;Munich;Unterhaching
1083;412.979;3;4;48.076;11.608;Germany;Bavaria;Munich;Unterhaching
1084;3233.073;2;3;48.061;11.611;Germany;Bavaria;Munich;Unterhaching
1085;172.042;2;4;48.062;11.614;Germany;Bavaria;Munich;Unterhaching
1086;80.025;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1087;79.970;3;2;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1088;80.025;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1089;79.970;3;2;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1090;80.025;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1091;79.986;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1092;79.986;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1093;80.025;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1094;80.025;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1095;79.925;3;2;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1096;79.970;3;2;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1097;79.947;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1098;79.925;3;2;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1099;79.986;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1100;79.986;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1101;79.986;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1102;79.894;3;2;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1103;79.986;3;3;48.072;11.613;Germany;Bavaria;Munich;Unterhaching
1104;92.713;3;3;48.071;11.606;Germany;Bavaria;Munich;Unterhaching
1105;92.784;3;3;48.071;11.606;Germany;Bavaria;Munich;Unterhaching
1106;69.444;3;3;48.071;11.606;Germany;Bavaria;Munich;Unterhaching
1107;73.781;3;3;48.070;11.606;Germany;Bavaria;Munich;Unterhaching
1108;73.781;3;3;48.070;11.606;Germany;Bavaria;Munich;Unterhaching
1109;72.953;3;3;48.070;11.605;Germany;Bavaria;Munich;Unterhaching
1110;72.906;3;3;48.070;11.605;Germany;Bavaria;Munich;Unterhaching
1111;69.375;3;3;48.071;11.606;Germany;Bavaria;Munich;Unterhaching
1112;69.505;3;2;48.071;11.606;Germany;Bavaria;Munich;Unterhaching
1113;69.442;3;2;48.071;11.606;Germany;Bavaria;Munich;Unterhaching
1114;64.873;3;3;48.071;11.607;Germany;Bavaria;Munich;Unterhaching
1115;64.873;3;2;48.071;11.607;Germany;Bavaria;Munich;Unterhaching
1116;64.906;3;2;48.071;11.607;Germany;Bavaria;Munich;Unterhaching
1117;64.940;3;3;48.071;11.607;Germany;Bavaria;Munich;Unterhaching
1118;97.678;3;3;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
1119;93.311;3;3;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
1120;93.295;3;3;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
1121;93.311;3;2;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
1122;350.874;3;4;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
1123;93.261;3;2;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
1124;124.226;3;4;48.068;11.612;Germany;Bavaria;Munich;Unterhaching
1125;61.646;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1126;60.087;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1127;61.512;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1128;59.286;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1129;138.436;3;4;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1130;97.731;3;3;48.068;11.611;Germany;Bavaria;Munich;Unterhaching
1131;252.253;3;4;48.070;11.611;Germany;Bavaria;Munich;Unterhaching
1132;85.673;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1133;68.293;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1134;68.387;3;2;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1135;68.377;3;2;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1136;68.336;3;2;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1137;68.336;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1138;107.211;3;4;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1139;106.143;3;4;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1140;108.802;3;4;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1141;69.474;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1142;63.958;3;4;48.070;11.611;Germany;Bavaria;Munich;Unterhaching
1143;142.025;3;4;48.070;11.611;Germany;Bavaria;Munich;Unterhaching
1144;151.206;3;4;48.070;11.611;Germany;Bavaria;Munich;Unterhaching
1145;69.473;3;2;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1146;69.473;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1147;85.549;3;3;48.069;11.611;Germany;Bavaria;Munich;Unterhaching
1148;346.390;3;1;48.072;11.611;Germany;Bavaria;Munich;Unterhaching
1149;158.082;3;4;48.071;11.611;Germany;Bavaria;Munich;Unterhaching
1150;100.410;3;3;48.071;11.610;Germany;Bavaria;Munich;Unterhaching
1151;92.114;3;2;48.071;11.610;Germany;Bavaria;Munich;Unterhaching
1152;570.348;3;3;48.071;11.611;Germany;Bavaria;Munich;Unterhaching
1153;95.229;3;2;48.071;11.610;Germany;Bavaria;Munich;Unterhaching
1154;189.624;3;2;48.071;11.611;Germany;Bavaria;Munich;Unterhaching
1155;98.659;3;3;48.071;11.610;Germany;Bavaria;Munich;Unterhaching
1156;190.015;3;2;48.071;11.611;Germany;Bavaria;Munich;Unterhaching
1157;191.049;3;2;48.071;11.611;Germany;Bavaria;Munich;Unterhaching
1158;190.918;3;2;48.071;11.611;Germany;Bavaria;Munich;Unterhaching
1159;117.618;3;2;48.072;11.611;Germany;Bavaria;Munich;Unterhaching
1160;133.402;3;2;48.072;11.611;Germany;Bavaria;Munich;Unterhaching
1161;117.837;3;2;48.072;11.611;Germany;Bavaria;Munich;Unterhaching
1162;134.056;3;2;48.072;11.611;Germany;Bavaria;Munich;Unterhaching
1163;154.039;3;3;48.070;11.611;Germany;Bavaria;Munich;Unterhaching
1164;154.039;3;3;48.070;11.611;Germany;Bavaria;Munich;Unterhaching
1165;241.966;3;2;48.072;11.611;Germany;Bavaria;Munich;Unterhaching
1166;124.057;3;3;48.070;11.611;Germany;Bavaria;Munich;Unterhaching
1167;124.057;3;3;48.070;11.611;Germany;Bavaria;Munich;Unterhaching
1168;208.913;3;2;48.072;11.611;Germany;Bavaria;Munich;Unterhaching
1169;204.130;3;3;48.072;11.611;Germany;Bavaria;Munich;Unterhaching
1170;181.664;3;4;48.070;11.611;Germany;Bavaria;Munich;Unterhaching
1171;164.240;3;4;48.072;11.609;Germany;Bavaria;Munich;Unterhaching
1172;58.296;3;4;48.072;11.609;Germany;Bavaria;Munich;Unterhaching
1173;180.793;3;4;48.072;11.609;Germany;Bavaria;Munich;Unterhaching
1174;154.524;3;4;48.072;11.609;Germany;Bavaria;Munich;Unterhaching
1175;74.251;3;4;48.072;11.609;Germany;Bavaria;Munich;Unterhaching
1176;149.762;3;4;48.072;11.609;Germany;Bavaria;Munich;Unterhaching
1177;92.982;3;4;48.073;11.609;Germany;Bavaria;Munich;Unterhaching
1178;447.084;3;4;48.074;11.609;Germany;Bavaria;Munich;Unterhaching
1179;79.775;3;4;48.074;11.609;Germany;Bavaria;Munich;Unterhaching
1180;119.201;3;3;48.073;11.609;Germany;Bavaria;Munich;Unterhaching
1181;108.970;3;3;48.073;11.610;Germany;Bavaria;Munich;Unterhaching
1182;330.487;3;4;48.073;11.609;Germany;Bavaria;Munich;Unterhaching
1183;109.539;3;3;48.073;11.610;Germany;Bavaria;Munich;Unterhaching
1184;117.488;3;3;48.074;11.610;Germany;Bavaria;Munich;Unterhaching
1185;109.392;3;3;48.073;11.610;Germany;Bavaria;Munich;Unterhaching
1186;117.485;3;3;48.074;11.610;Germany;Bavaria;Munich;Unterhaching
1187;108.322;3;3;48.073;11.611;Germany;Bavaria;Munich;Unterhaching
1188;108.325;3;3;48.073;11.611;Germany;Bavaria;Munich;Unterhaching
1189;119.204;3;3;48.073;11.609;Germany;Bavaria;Munich;Unterhaching
1190;108.430;3;3;48.073;11.610;Germany;Bavaria;Munich;Unterhaching
1191;108.384;3;3;48.073;11.610;Germany;Bavaria;Munich;Unterhaching
1192;109.015;3;3;48.073;11.610;Germany;Bavaria;Munich;Unterhaching
1193;248.917;3;4;48.073;11.609;Germany;Bavaria;Munich;Unterhaching
1194;199.834;3;3;48.072;11.610;Germany;Bavaria;Munich;Unterhaching
1195;303.272;3;2;48.072;11.610;Germany;Bavaria;Munich;Unterhaching
1196;179.312;3;2;48.072;11.610;Germany;Bavaria;Munich;Unterhaching
1197;176.791;3;2;48.072;11.610;Germany;Bavaria;Munich;Unterhaching
1198;226.709;3;2;48.072;11.610;Germany;Bavaria;Munich;Unterhaching
1199;229.417;3;3;48.073;11.610;Germany;Bavaria;Munich;Unterhaching
1200;90.224;3;2;48.072;11.611;Germany;Bavaria;Munich;Unterhaching
1201;593.555;0;3;48.072;11.610;Germany;Bavaria;Munich;Unterhaching
1202;112.359;3;2;48.072;11.611;Germany;Bavaria;Munich;Unterhaching
1203;95.867;3;3;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1204;95.867;3;3;48.069;11.605;Germany;Bavaria;Munich;Unterhaching
1205;69.034;3;3;48.081;11.603;Germany;Bavaria;Munich;Unterhaching
1206;72.540;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
1207;72.474;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
1208;77.751;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
1209;67.802;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1210;66.908;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1211;64.196;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1212;68.963;3;3;48.081;11.603;Germany;Bavaria;Munich;Unterhaching
1213;66.918;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1214;70.479;3;3;48.081;11.603;Germany;Bavaria;Munich;Unterhaching
1215;77.788;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
1216;67.911;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1217;64.069;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1218;70.479;3;3;48.081;11.603;Germany;Bavaria;Munich;Unterhaching
1219;74.899;3;3;48.080;11.601;Germany;Bavaria;Munich;Unterhaching
1220;69.455;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1221;72.820;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1222;72.820;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1223;72.512;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1224;72.469;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1225;68.460;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1226;68.460;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1227;74.235;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1228;74.220;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1229;77.602;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
1230;68.682;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1231;73.598;3;3;48.080;11.601;Germany;Bavaria;Munich;Unterhaching
1232;77.662;3;3;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
1233;68.638;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1234;127.271;3;3;48.081;11.603;Germany;Bavaria;Munich;Unterhaching
1235;71.243;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1236;127.191;3;2;48.081;11.602;Germany;Bavaria;Munich;Unterhaching
1237;71.303;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1238;127.270;3;3;48.082;11.602;Germany;Bavaria;Munich;Unterhaching
1239;76.769;3;3;48.080;11.601;Germany;Bavaria;Munich;Unterhaching
1240;76.730;3;3;48.080;11.601;Germany;Bavaria;Munich;Unterhaching
1241;69.455;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1242;65.317;3;3;48.079;11.601;Germany;Bavaria;Munich;Unterhaching
1243;161.276;3;4;48.079;11.604;Germany;Bavaria;Munich;Unterhaching
1244;65.286;3;3;48.079;11.601;Germany;Bavaria;Munich;Unterhaching
1245;98.069;3;3;48.078;11.603;Germany;Bavaria;Munich;Unterhaching
1246;98.025;3;3;48.078;11.603;Germany;Bavaria;Munich;Unterhaching
1247;83.181;3;3;48.078;11.603;Germany;Bavaria;Munich;Unterhaching
1248;83.189;3;2;48.078;11.603;Germany;Bavaria;Munich;Unterhaching
1249;83.196;3;3;48.078;11.603;Germany;Bavaria;Munich;Unterhaching
1250;61.013;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1251;61.555;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1252;60.846;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1253;61.452;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1254;56.286;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1255;55.467;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1256;67.027;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1257;68.064;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1258;84.313;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1259;84.331;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1260;77.185;3;3;48.079;11.601;Germany;Bavaria;Munich;Unterhaching
1261;80.887;3;3;48.079;11.601;Germany;Bavaria;Munich;Unterhaching
1262;81.144;3;3;48.078;11.604;Germany;Bavaria;Munich;Unterhaching
1263;81.227;3;3;48.078;11.604;Germany;Bavaria;Munich;Unterhaching
1264;123.509;3;3;48.078;11.605;Germany;Bavaria;Munich;Unterhaching
1265;123.582;3;3;48.078;11.604;Germany;Bavaria;Munich;Unterhaching
1266;68.245;3;3;48.079;11.601;Germany;Bavaria;Munich;Unterhaching
1267;66.093;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1268;60.412;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1269;65.133;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1270;63.884;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1271;68.325;3;3;48.079;11.601;Germany;Bavaria;Munich;Unterhaching
1272;66.722;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1273;65.499;3;3;48.079;11.601;Germany;Bavaria;Munich;Unterhaching
1274;65.323;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1275;67.121;3;3;48.079;11.601;Germany;Bavaria;Munich;Unterhaching
1276;64.070;3;3;48.079;11.602;Germany;Bavaria;Munich;Unterhaching
1277;62.437;3;3;48.079;11.601;Germany;Bavaria;Munich;Unterhaching
1278;85.528;3;3;48.077;11.602;Germany;Bavaria;Munich;Unterhaching
1279;88.851;3;3;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
1280;77.934;3;3;48.077;11.603;Germany;Bavaria;Munich;Unterhaching
1281;138.622;3;3;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
1282;77.695;3;3;48.077;11.603;Germany;Bavaria;Munich;Unterhaching
1283;96.978;3;3;48.077;11.605;Germany;Bavaria;Munich;Unterhaching
1284;96.897;3;3;48.077;11.605;Germany;Bavaria;Munich;Unterhaching
1285;138.664;3;2;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
1286;82.165;3;3;48.077;11.603;Germany;Bavaria;Munich;Unterhaching
1287;138.522;3;3;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
1288;81.878;3;3;48.077;11.603;Germany;Bavaria;Munich;Unterhaching
1289;85.390;3;3;48.077;11.602;Germany;Bavaria;Munich;Unterhaching
1290;80.764;3;3;48.077;11.602;Germany;Bavaria;Munich;Unterhaching
1291;88.161;3;3;48.077;11.604;Germany;Bavaria;Munich;Unterhaching
1292;80.571;3;3;48.077;11.603;Germany;Bavaria;Munich;Unterhaching
1293;57.994;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1294;57.994;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1295;49.881;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1296;49.864;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1297;53.672;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1298;67.355;3;3;48.080;11.601;Germany;Bavaria;Munich;Unterhaching
1299;53.661;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1300;58.943;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1301;58.901;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1302;81.501;3;3;48.079;11.604;Germany;Bavaria;Munich;Unterhaching
1303;53.221;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1304;81.457;3;3;48.079;11.604;Germany;Bavaria;Munich;Unterhaching
1305;53.234;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1306;103.575;3;3;48.079;11.604;Germany;Bavaria;Munich;Unterhaching
1307;103.044;3;3;48.080;11.603;Germany;Bavaria;Munich;Unterhaching
1308;103.599;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1309;104.779;3;3;48.079;11.603;Germany;Bavaria;Munich;Unterhaching
1310;67.412;3;3;48.080;11.601;Germany;Bavaria;Munich;Unterhaching
1311;64.482;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1312;64.527;3;3;48.080;11.602;Germany;Bavaria;Munich;Unterhaching
1313;69.446;3;3;48.081;11.599;Germany;Bavaria;Munich;Unterhaching
1314;65.894;3;3;48.081;11.599;Germany;Bavaria;Munich;Unterhaching
1315;71.274;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1316;70.521;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1317;70.729;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1318;71.254;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1319;67.522;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1320;66.636;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1321;67.810;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1322;66.800;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1323;101.473;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1324;66.693;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1325;103.200;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1326;66.654;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1327;69.778;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1328;73.668;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1329;72.500;3;3;48.081;11.601;Germany;Bavaria;Munich;Unterhaching
1330;68.531;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1331;69.410;3;3;48.081;11.599;Germany;Bavaria;Munich;Unterhaching
1332;66.004;3;3;48.081;11.599;Germany;Bavaria;Munich;Unterhaching
1333;69.710;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1334;63.098;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1335;67.553;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1336;63.098;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1337;69.655;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1338;70.766;3;3;48.081;11.600;Germany;Bavaria;Munich;Unterhaching
1339;167.628;3;3;48.082;11.604;Germany;Bavaria;Munich;Unterhaching
1340;167.628;3;2;48.082;11.604;Germany;Bavaria;Munich;Unterhaching
1341;167.629;3;2;48.082;11.604;Germany;Bavaria;Munich;Unterhaching
1342;167.629;3;2;48.082;11.604;Germany;Bavaria;Munich;Unterhaching
1343;167.723;3;2;48.082;11.603;Germany;Bavaria;Munich;Unterhaching
1344;167.696;3;2;48.082;11.603;Germany;Bavaria;Munich;Unterhaching
1345;167.661;3;3;48.082;11.603;Germany;Bavaria;Munich;Unterhaching
1346;79.107;3;3;48.081;11.604;Germany;Bavaria;Munich;Unterhaching
1347;79.189;3;2;48.081;11.604;Germany;Bavaria;Munich;Unterhaching
1348;79.155;3;2;48.082;11.604;Germany;Bavaria;Munich;Unterhaching
1349;79.107;3;2;48.082;11.604;Germany;Bavaria;Munich;Unterhaching
1350;79.189;3;2;48.082;11.604;Germany;Bavaria;Munich;Unterhaching
1351;79.107;3;3;48.082;11.604;Germany;Bavaria;Munich;Unterhaching
1352;191.359;3;3;48.070;11.600;Germany;Bavaria;Munich;Unterhaching
1353;146.235;3;4;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1354;92.926;3;2;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1355;97.961;3;4;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1356;119.116;3;4;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1357;191.317;3;3;48.070;11.600;Germany;Bavaria;Munich;Unterhaching
1358;152.606;3;4;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1359;134.471;3;4;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1360;94.021;3;4;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1361;142.649;3;3;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1362;191.263;3;3;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1363;259.792;3;4;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1364;193.709;3;4;48.074;11.602;Germany;Bavaria;Munich;Unterhaching
1365;171.682;3;3;48.073;11.602;Germany;Bavaria;Munich;Unterhaching
1366;171.659;3;3;48.073;11.601;Germany;Bavaria;Munich;Unterhaching
1367;123.304;3;4;48.072;11.601;Germany;Bavaria;Munich;Unterhaching
1368;80.109;3;4;48.072;11.601;Germany;Bavaria;Munich;Unterhaching
1369;130.022;3;4;48.072;11.601;Germany;Bavaria;Munich;Unterhaching
1370;80.984;3;4;48.072;11.601;Germany;Bavaria;Munich;Unterhaching
1371;101.477;3;4;48.071;11.600;Germany;Bavaria;Munich;Unterhaching
1372;114.045;3;4;48.074;11.603;Germany;Bavaria;Munich;Unterhaching
1373;92.419;3;4;48.074;11.603;Germany;Bavaria;Munich;Unterhaching
1374;137.166;3;4;48.074;11.603;Germany;Bavaria;Munich;Unterhaching
1375;143.960;3;4;48.074;11.602;Germany;Bavaria;Munich;Unterhaching
1376;104.703;3;4;48.074;11.602;Germany;Bavaria;Munich;Unterhaching
1377;118.591;3;3;48.074;11.602;Germany;Bavaria;Munich;Unterhaching
1378;118.639;3;3;48.074;11.602;Germany;Bavaria;Munich;Unterhaching
1379;100.059;3;3;48.070;11.600;Germany;Bavaria;Munich;Unterhaching
1380;108.271;3;4;48.070;11.600;Germany;Bavaria;Munich;Unterhaching
1381;100.129;3;3;48.070;11.600;Germany;Bavaria;Munich;Unterhaching
1382;89.949;3;4;48.070;11.600;Germany;Bavaria;Munich;Unterhaching
1383;73.646;3;4;48.070;11.600;Germany;Bavaria;Munich;Unterhaching
1384;281.229;3;4;48.073;11.601;Germany;Bavaria;Munich;Unterhaching
1385;109.640;3;4;48.072;11.602;Germany;Bavaria;Munich;Unterhaching
1386;94.498;3;4;48.073;11.602;Germany;Bavaria;Munich;Unterhaching
1387;133.921;3;4;48.073;11.602;Germany;Bavaria;Munich;Unterhaching
1388;99.663;3;4;48.072;11.602;Germany;Bavaria;Munich;Unterhaching
1389;309.472;3;4;48.073;11.601;Germany;Bavaria;Munich;Unterhaching
1390;132.115;3;4;48.072;11.601;Germany;Bavaria;Munich;Unterhaching
1391;111.979;3;4;48.072;11.602;Germany;Bavaria;Munich;Unterhaching
1392;77.301;3;4;48.072;11.601;Germany;Bavaria;Munich;Unterhaching
1393;136.036;3;4;48.072;11.602;Germany;Bavaria;Munich;Unterhaching
1394;135.921;3;4;48.070;11.601;Germany;Bavaria;Munich;Unterhaching
1395;166.818;3;4;48.072;11.601;Germany;Bavaria;Munich;Unterhaching
1396;75.368;3;4;48.072;11.602;Germany;Bavaria;Munich;Unterhaching
1397;106.398;3;4;48.071;11.601;Germany;Bavaria;Munich;Unterhaching
1398;84.539;3;4;48.072;11.601;Germany;Bavaria;Munich;Unterhaching
1399;150.714;3;4;48.071;11.602;Germany;Bavaria;Munich;Unterhaching
1400;259.801;3;4;48.071;11.601;Germany;Bavaria;Munich;Unterhaching
1401;119.309;3;4;48.070;11.601;Germany;Bavaria;Munich;Unterhaching
1402;78.924;3;4;48.072;11.601;Germany;Bavaria;Munich;Unterhaching
1403;192.901;3;4;48.071;11.602;Germany;Bavaria;Munich;Unterhaching
1404;189.633;3;4;48.070;11.601;Germany;Bavaria;Munich;Unterhaching
1405;135.806;3;4;48.070;11.601;Germany;Bavaria;Munich;Unterhaching
1406;105.452;3;4;48.073;11.602;Germany;Bavaria;Munich;Unterhaching
