bid;area;use;free_walls;lat;lon;dist2hp
77;144.9995493;3;4;48.06196862;11.61672029;1547.180033
78;1769.372002;2;4;48.06202664;11.61383548;1350.761734
79;160.3545498;3;3;48.06262805;11.61247585;1289.737861
80;824.6505573;0;4;48.0625075;11.61512028;1460.058979
81;862.2153072;0;4;48.06244499;11.61402657;1383.28097
82;263.3823551;3;3;48.06253095;11.61334125;1341.73384
83;400.1030139;3;4;48.06229508;11.61592261;1505.371152
84;451.2128574;0;4;48.06371933;11.61358456;1422.085525
85;584.8743268;3;4;48.06397254;11.61281599;1388.90696
86;389.8058088;3;4;48.0630845;11.61259355;1322.433014
87;236.2657649;3;3;48.0630107;11.61363588;1386.022203
88;90.90925576;3;4;48.06305733;11.61301219;1347.924686
89;184.127731;3;4;48.06301484;11.61329705;1364.111811
90;109.5801381;3;3;48.06259356;11.612791;1308.579301
91;306.2031465;3;4;48.06354665;11.61277145;1360.435297
92;226.9917143;3;4;48.06332581;11.61267571;1341.464924
93;183.4538716;3;4;48.06354212;11.61312256;1382.426072
94;188.4167195;3;4;48.06329622;11.61322715;1375.082299
95;191.0952738;3;4;48.0632859;11.61361285;1399.408955
96;596.3825482;3;4;48.06445202;11.61298908;1429.662094
97;740.1974922;0;4;48.06406046;11.61337496;1429.09141
98;824.9764715;2;3;48.06165593;11.61381232;1332.827901
99;865.6123689;2;3;48.06138946;11.61371666;1315.101766
100;169.0055536;2;2;48.06149931;11.6139047;1332.633934
101;368.4679989;2;4;48.06108894;11.61356159;1292.379831
102;294.963828;0;4;48.05691397;11.59933149;152.0381553
103;1708.300282;2;3;48.06029976;11.61110779;1090.541886
104;1543.437652;2;2;48.06066861;11.61099298;1096.822032
105;178.3224078;3;4;48.0615566;11.60940684;1031.876894
106;200.6385296;2;2;48.06093102;11.61121147;1122.865987
107;112.469963;2;2;48.06049092;11.61129699;1110.990362
108;1201.707731;0;4;48.05574697;11.60743069;768.8895251
109;5311.617759;0;4;48.05572092;11.60943457;916.4814241
110;2289.413418;0;3;48.05511315;11.60859221;868.8565812
111;2425.209325;0;3;48.05509109;11.60993392;966.6143481
112;670.0498954;0;3;48.05604231;11.60842996;837.1111229
113;290.0524922;0;3;48.05609195;11.60781425;790.8856114
114;295.1903746;0;3;48.05610336;11.60739733;759.9243239
115;2147.335581;0;4;48.05529696;11.60633567;701.1731577
116;1098.903234;0;4;48.05595661;11.60612929;669.2277657
117;210.9517242;0;4;48.0556296;11.60664085;713.9400369
118;5652.50077;2;4;48.06473578;11.61053106;1304.575119
119;1148.351011;1;4;48.05678923;11.60682063;710.1462095
120;387.4581751;1;4;48.05670917;11.60646897;684.3965631
121;890.8578892;1;4;48.05672967;11.60736093;750.6816562
122;470.5319594;0;3;48.06039239;11.62917083;2404.443736
123;235.6999604;3;3;48.05946087;11.61885794;1628.982182
124;355.222399;3;3;48.06027424;11.62239228;1904.272621
125;351.2251964;3;3;48.06069758;11.62060682;1783.815767
126;384.0959634;3;4;48.06027265;11.61943723;1688.385048
127;790.0179422;0;3;48.06040398;11.62842849;2349.987711
128;201.5641442;3;2;48.06025924;11.62063817;1775.678193
129;126.3071025;3;3;48.06001175;11.61876445;1633.3229
130;843.753289;3;4;48.06069489;11.62235048;1910.56587
131;915.8038175;3;4;48.06041941;11.6172715;1534.885008
132;330.8097141;0;3;48.05967164;11.61881471;1629.822081
133;347.3156086;3;4;48.06043446;11.62172963;1859.29619
134;263.5793465;3;4;48.06022838;11.6189871;1654.551729
135;176.6199919;3;3;48.06035458;11.6207706;1787.495489
136;156.8358333;3;4;48.06010665;11.61928565;1673.50571
137;184.1266781;3;3;48.06031351;11.62045619;1763.619517
138;448.0359128;0;3;48.06022782;11.61874463;1636.883779
139;197.514978;3;4;48.06097145;11.62137903;1846.862677
140;318.9971718;3;3;48.0603543;11.62209039;1883.886222
141;440.1021394;3;3;48.06466951;11.61385437;1496.42999
142;258.4121365;3;4;48.06493617;11.61554227;1617.619706
143;98.91164527;3;4;48.0651201;11.61458265;1569.574355
144;284.9540251;3;3;48.06495767;11.61300508;1463.687211
145;658.4357889;3;3;48.06482759;11.61274577;1439.545405
146;104.0173034;3;2;48.06470892;11.61504642;1572.865126
147;165.6906791;3;4;48.06499738;11.61581099;1638.151112
148;234.8953781;3;4;48.0647201;11.61461118;1546.367069
149;170.1053118;3;4;48.06510509;11.6149183;1589.230787
150;507.7529413;3;2;48.06564462;11.61469956;1610.621021
151;205.1340767;2;4;48.06516342;11.61402166;1538.261591
152;407.8546482;3;3;48.06471348;11.61407472;1512.748653
153;487.8878442;3;3;48.06537717;11.61528931;1629.148591
154;161.5951299;3;3;48.06470115;11.61491374;1564.087462
155;182.3761338;0;4;48.06519913;11.61374149;1523.746525
156;145.742235;3;3;48.0647665;11.61314142;1459.235057
157;108.1699816;3;3;48.06468782;11.61515015;1578.109368
158;191.8074562;3;3;48.06465286;11.61559525;1604.129027
159;61.14844033;1;4;48.0721604;11.60437655;1760.574119
160;248.869996;3;3;48.07152197;11.60546295;1719.916857
161;84.54294632;1;4;48.0712379;11.60504888;1679.548731
162;301.8656394;3;4;48.07151482;11.60503448;1708.134494
163;840.7453096;3;4;48.07066759;11.60776522;1702.840245
164;316.2772272;3;4;48.07093193;11.60740288;1717.009559
165;145.2116021;2;4;48.06140613;11.61018124;1075.083252
166;144.1076576;3;3;48.06222061;11.6115468;1207.252097
167;175.5455205;3;2;48.06209394;11.61159533;1203.814737
168;191.0955588;3;2;48.06195017;11.61162911;1198.7004
169;183.0335692;3;3;48.06180745;11.61165689;1193.434459
170;378.5268599;2;4;48.07100699;11.60241383;1597.597828
171;146.3697973;2;4;48.07104325;11.6020239;1594.850049
172;191.7844285;3;4;48.0708009;11.6017738;1564.500374
173;266.5885997;3;4;48.07071981;11.60247208;1567.665255
174;938.0053956;2;4;48.06867467;11.60467261;1404.085522
175;265.0158542;3;4;48.0655201;11.61123154;1401.499584
176;153.5081598;2;4;48.06893455;11.60464385;1429.9023
177;53.51136897;3;4;48.06954668;11.59952084;1398.929524
178;248.1226546;3;4;48.06934648;11.59967673;1378.269797
179;224.1590564;3;4;48.06166314;11.61077457;1127.455155
180;136.5491632;3;4;48.0623751;11.6110695;1184.565573
181;178.9275261;3;4;48.06222896;11.6083784;1006.351295
182;155.9875496;3;4;48.06223266;11.61073532;1155.074617
183;134.104803;3;4;48.06176333;11.61017829;1093.34164
184;231.728174;3;4;48.06228265;11.60963223;1087.528422
185;347.958229;3;4;48.06259269;11.6096902;1109.932793
186;200.5942211;3;4;48.06236322;11.61043181;1142.947526
187;114.2219829;3;4;48.06241693;11.61001368;1119.543063
188;176.7045571;3;4;48.06219283;11.61104294;1172.845185
189;69.80024806;3;3;48.0620469;11.6110808;1167.509552
190;217.7085386;3;4;48.06212864;11.61037822;1126.238405
191;265.1893368;3;4;48.06169383;11.61043144;1106.319711
192;149.1781343;3;4;48.06227;11.61001;1110.694019
193;101.4022148;3;4;48.0620005;11.60989683;1088.058596
194;228.4147206;3;4;48.06163272;11.61105068;1144.318209
195;230.0705221;3;4;48.06187949;11.60937549;1047.756394
196;244.1991615;3;4;48.06238421;11.61078823;1166.961938
197;97.07257443;3;4;48.06194144;11.60897092;1025.602285
198;258.2992496;3;4;48.06196736;11.6106694;1136.346204
199;174.9679694;3;3;48.06195597;11.61092537;1152.514347
200;147.2531517;3;4;48.06183297;11.60972519;1067.646136
201;135.5605988;3;4;48.0621287;11.60996315;1099.57308
202;216.7223188;3;4;48.06156234;11.61135297;1161.142665
203;159.7672361;3;4;48.0619528;11.6102636;1109.120767
204;241.843502;3;4;48.0639304;11.6116929;1317.293275
205;97.85426118;3;4;48.0641751;11.61116676;1301.923539
206;95.10167512;3;4;48.0641382;11.61044918;1257.308917
207;226.4960961;3;4;48.0620986;11.60780668;963.1799397
208;201.3882936;3;4;48.06402435;11.61109385;1287.454007
209;325.2722029;3;3;48.0635246;11.6114972;1279.538168
210;297.4082186;3;4;48.06114935;11.6150714;1400.64377
211;115.3857893;3;4;48.06134822;11.61448857;1367.193143
212;204.2459961;3;4;48.06144651;11.61551224;1442.60636
213;105.150527;3;4;48.0615176;11.61449135;1374.075411
214;208.7136157;3;4;48.06195271;11.61538218;1453.623262
215;171.1822397;3;4;48.06101161;11.61561046;1433.931745
216;441.7769341;3;3;48.06156191;11.6151599;1422.390397
217;610.4220239;3;3;48.06174242;11.61468622;1396.765473
218;96.88897788;3;4;48.06104275;11.61535015;1416.55593
219;371.3863898;3;3;48.05868175;11.62143767;1808.252775
220;172.4120091;3;4;48.05825816;11.62139636;1801.083669
221;326.4751117;3;3;48.05850303;11.62156572;1815.882626
222;393.9324742;3;4;48.05807533;11.62012677;1705.244688
223;177.5573825;3;3;48.05827658;11.62219706;1860.76184
224;238.9449982;3;3;48.05828632;11.62195528;1842.866613
225;109.0959917;3;4;48.0557988;11.62030493;1720.454184
226;77.86321298;3;4;48.05626122;11.62026754;1714.255116
227;129.2235304;3;4;48.05687573;11.62011068;1700.397292
228;106.9698681;3;4;48.0571161;11.6197244;1671.494966
229;467.4313382;3;4;48.05540464;11.62101163;1776.965119
230;142.0395978;3;4;48.06666381;11.61916504;1948.721156
231;157.3106388;3;4;48.06656639;11.61862407;1909.105741
232;154.5537027;3;4;48.06671443;11.61892989;1937.202257
233;239.7992443;0;3;48.06661351;11.61945846;1964.016336
234;146.720787;1;3;48.06647275;11.61946527;1956.020013
235;165.7730877;3;4;48.0667566;11.61870241;1925.736825
236;300.0677554;3;4;48.0628639;11.61480324;1455.737563
237;748.6005561;3;4;48.06722412;11.62607472;2424.560324
238;1529.274182;1;4;48.06596637;11.62128992;2044.298779
239;520.1190957;3;4;48.06387719;11.61631112;1607.269738
240;62.3862818;3;3;48.06663968;11.61819393;1887.087218
241;166.6136098;3;4;48.06190252;11.61605487;1498.215913
242;89.79187138;3;4;48.06471171;11.61640138;1658.859931
243;94.58356568;3;2;48.0646394;11.6178843;1750.757561
244;234.5057026;3;4;48.06722543;11.61931527;1992.856164
245;742.5655339;3;4;48.06685182;11.62436375;2292.555786
246;259.6351594;3;4;48.06182293;11.61569895;1470.278149
247;963.131337;1;2;48.06589127;11.62030589;1976.297404
248;116.6961988;3;3;48.06688083;11.62679649;2455.058033
249;167.1081223;3;4;48.06433554;11.61677952;1662.347667
250;573.3080445;0;4;48.0640958;11.61411232;1477.552792
251;74.98827873;1;3;48.06603165;11.620439;1992.684108
252;355.4598053;3;3;48.06480125;11.61690401;1696.157507
253;140.1672894;3;3;48.06486084;11.6176232;1745.836452
254;571.2782255;1;4;48.06575791;11.62186903;2071.230983
255;519.796591;3;4;48.06343215;11.61460605;1471.955518
256;136.3948887;3;4;48.06737702;11.61830845;1941.450386
257;582.766542;3;4;48.06736002;11.62563729;2402.933335
258;548.510016;3;4;48.06275379;11.61597133;1529.141313
259;371.5596939;0;4;48.06746025;11.62699915;2497.771912
260;706.847613;1;4;48.06570365;11.62119323;2023.956893
261;160.9636623;3;4;48.06415268;11.61628265;1620.097738
262;271.5970431;3;4;48.0671505;11.61821255;1920.863109
263;82.174506;3;4;48.06202453;11.61604664;1502.579121
264;128.3525289;1;3;48.06631518;11.62102829;2046.497955
265;132.917843;3;4;48.06454884;11.61671482;1669.843892
266;78.77795209;3;4;48.06709784;11.61885567;1956.614027
267;113.5851195;3;4;48.06421205;11.61577665;1590.557576
268;336.2349389;3;4;48.06169173;11.61600664;1486.572643
269;227.1856005;1;4;48.06638582;11.62036568;2008.016714
270;123.5846932;3;2;48.0668672;11.62693645;2463.733681
271;1125.857115;3;4;48.06729948;11.62491499;2352.483063
272;252.8938407;3;4;48.0644714;11.6156153;1594.873838
273;144.4267948;3;4;48.06439507;11.61389866;1482.132543
274;85.35617852;1;2;48.06570005;11.62029527;1965.123299
275;153.6762397;3;3;48.06460219;11.61607033;1631.43278
276;262.478889;3;3;48.06475115;11.6179082;1758.332495
277;181.4901988;1;4;48.0662859;11.6213142;2063.322256
278;772.3957842;3;4;48.06605093;11.62377948;2212.678853
279;222.0091888;3;4;48.06339218;11.61512985;1504.200451
280;126.820037;1;2;48.06570965;11.62042762;1974.253453
281;539.5867811;3;4;48.0644367;11.61489035;1546.822223
282;469.735174;3;4;48.06755753;11.6260673;2441.580962
283;959.0767256;2;4;48.06432055;11.61774544;1724.806858
284;197.794488;1;3;48.06616949;11.62050475;2004.631783
285;198.9587055;3;3;48.06408084;11.61667196;1641.685381
286;62.28320404;3;3;48.06494507;11.61769141;1754.912783
287;1592.225141;0;4;48.06611853;11.62210866;2105.930519
288;94.04635592;3;4;48.06346668;11.61354976;1405.415085
289;133.3128354;3;4;48.06418165;11.61602682;1605.058677
290;138.3139658;3;4;48.06254768;11.61569894;1501.21717
291;139.0362658;3;4;48.0644049;11.61620095;1628.672361
292;57.37755771;3;4;48.06511405;11.6176882;1764.174647
293;145.3590082;3;4;48.06394685;11.6146066;1500.399531
