Unterchaching_mod;;;;;;;;;;;;;;;;;;;;;;;
bid;footprint_area;use;free_walls;lat;lon;dist_to_heat_source;NUTS_0;NUTS_1;NUTS_2;NUTS_3;year_class;size_class;ref_level_roof;ref_level_wall;ref_level_floor;ref_level_window;floors;area_corr_factor;storey_area;heated_area;dwellings;dwelling_size;occupants
320;122.718;3;3;48.067;11.627;2481.980;;;;;;;;;;;;;;;;;
321;634.276;3;4;48.067;11.626;2386.935;;;;;;;;;;;;;;;;;
322;215.057;3;4;48.064;11.616;1647.066;;;;;;;;;;;;;;;;;
323;358.143;3;3;48.065;11.619;1852.666;;;;;;;;;;;;;;;;;
324;398.912;3;3;48.065;11.618;1769.663;;;;;;;;;;;;;;;;;
325;472.449;1;3;48.066;11.620;1981.691;;;;;;;;;;;;;;;;;
326;460.282;3;4;48.064;11.616;1549.318;;;;;;;;;;;;;;;;;
327;2104.942;0;4;48.064;11.618;1684.529;;;;;;;;;;;;;;;;;
328;83.502;3;4;48.065;11.617;1735.581;;;;;;;;;;;;;;;;;
329;52.887;1;3;48.066;11.621;2043.168;;;;;;;;;;;;;;;;;
330;138.072;3;4;48.063;11.614;1417.591;;;;;;;;;;;;;;;;;
331;131.880;3;4;48.064;11.616;1577.990;;;;;;;;;;;;;;;;;
332;5168.838;1;4;48.067;11.623;2197.727;;;;;;;;;;;;;;;;;
333;58.244;3;3;48.067;11.626;2374.191;;;;;;;;;;;;;;;;;
334;133.972;3;4;48.066;11.625;2291.869;;;;;;;;;;;;;;;;;
335;71.568;3;4;48.067;11.627;2450.703;;;;;;;;;;;;;;;;;
336;85.927;3;4;48.067;11.625;2333.475;;;;;;;;;;;;;;;;;
337;469.351;3;4;48.066;11.626;2394.697;;;;;;;;;;;;;;;;;
338;124.451;3;3;48.066;11.625;2268.707;;;;;;;;;;;;;;;;;
339;400.286;3;4;48.063;11.625;2141.495;;;;;;;;;;;;;;;;;
340;334.366;3;4;48.066;11.627;2392.651;;;;;;;;;;;;;;;;;
341;120.898;3;3;48.066;11.625;2274.052;;;;;;;;;;;;;;;;;
342;278.236;3;4;48.063;11.624;2086.840;;;;;;;;;;;;;;;;;
343;65.478;3;4;48.066;11.627;2432.142;;;;;;;;;;;;;;;;;
344;55.880;3;4;48.066;11.625;2328.858;;;;;;;;;;;;;;;;;
345;510.639;3;4;48.066;11.626;2362.314;;;;;;;;;;;;;;;;;
346;363.008;3;3;48.065;11.626;2265.823;;;;;;;;;;;;;;;;;
347;74.355;3;4;48.067;11.627;2444.165;;;;;;;;;;;;;;;;;
348;177.221;3;3;48.065;11.628;2486.010;;;;;;;;;;;;;;;;;
349;67.103;3;2;48.065;11.625;2257.319;;;;;;;;;;;;;;;;;
350;183.982;3;4;48.067;11.625;2320.334;;;;;;;;;;;;;;;;;
351;106.601;3;3;48.067;11.626;2374.984;;;;;;;;;;;;;;;;;
352;85.069;3;4;48.066;11.625;2298.970;;;;;;;;;;;;;;;;;
353;424.790;3;4;48.067;11.626;2413.713;;;;;;;;;;;;;;;;;
354;394.205;3;4;48.063;11.624;2110.707;;;;;;;;;;;;;;;;;
355;374.411;3;4;48.066;11.626;2373.913;;;;;;;;;;;;;;;;;
356;80.037;3;3;48.066;11.625;2260.599;;;;;;;;;;;;;;;;;
357;279.838;3;4;48.065;11.628;2451.758;;;;;;;;;;;;;;;;;
358;178.760;3;4;48.066;11.626;2349.430;;;;;;;;;;;;;;;;;
359;67.797;3;3;48.066;11.625;2264.869;;;;;;;;;;;;;;;;;
360;368.205;3;3;48.064;11.625;2254.547;;;;;;;;;;;;;;;;;
361;263.649;3;4;48.067;11.626;2355.451;;;;;;;;;;;;;;;;;
362;168.080;3;4;48.066;11.625;2310.551;;;;;;;;;;;;;;;;;
363;71.522;3;4;48.066;11.627;2422.863;;;;;;;;;;;;;;;;;
364;71.480;3;4;48.066;11.627;2437.827;;;;;;;;;;;;;;;;;
365;491.733;3;3;48.066;11.628;2497.716;;;;;;;;;;;;;;;;;
366;298.944;3;2;48.065;11.628;2469.008;;;;;;;;;;;;;;;;;
367;330.055;3;4;48.063;11.627;2334.681;;;;;;;;;;;;;;;;;
368;759.310;3;4;48.064;11.627;2342.147;;;;;;;;;;;;;;;;;
369;246.195;3;4;48.063;11.627;2309.713;;;;;;;;;;;;;;;;;
370;536.435;3;4;48.064;11.628;2376.792;;;;;;;;;;;;;;;;;
371;309.702;3;4;48.063;11.628;2365.805;;;;;;;;;;;;;;;;;
372;227.104;3;4;48.064;11.627;2324.413;;;;;;;;;;;;;;;;;
373;1199.802;3;4;48.064;11.626;2314.144;;;;;;;;;;;;;;;;;
374;459.891;3;4;48.063;11.627;2285.616;;;;;;;;;;;;;;;;;
375;366.365;0;4;48.064;11.626;2249.589;;;;;;;;;;;;;;;;;
376;348.180;3;4;48.063;11.626;2257.348;;;;;;;;;;;;;;;;;
377;237.353;3;4;48.063;11.627;2339.249;;;;;;;;;;;;;;;;;
378;349.666;3;4;48.063;11.626;2253.028;;;;;;;;;;;;;;;;;
379;290.757;3;3;48.064;11.629;2497.583;;;;;;;;;;;;;;;;;
380;386.871;3;4;48.064;11.626;2238.576;;;;;;;;;;;;;;;;;
381;577.239;3;4;48.065;11.629;2550.324;;;;;;;;;;;;;;;;;
382;242.174;3;4;48.063;11.627;2345.922;;;;;;;;;;;;;;;;;
383;557.096;3;4;48.065;11.627;2406.357;;;;;;;;;;;;;;;;;
384;296.771;3;2;48.064;11.629;2483.085;;;;;;;;;;;;;;;;;
385;859.491;3;4;48.064;11.626;2281.791;;;;;;;;;;;;;;;;;
386;59.751;1;4;48.065;11.630;2615.391;;;;;;;;;;;;;;;;;
387;240.848;3;4;48.063;11.627;2327.607;;;;;;;;;;;;;;;;;
388;232.953;3;3;48.061;11.629;2383.219;;;;;;;;;;;;;;;;;
389;235.268;3;4;48.065;11.626;2304.610;;;;;;;;;;;;;;;;;
390;501.265;3;4;48.061;11.629;2407.281;;;;;;;;;;;;;;;;;
391;417.360;3;4;48.065;11.626;2314.475;;;;;;;;;;;;;;;;;
392;429.445;3;3;48.061;11.629;2420.884;;;;;;;;;;;;;;;;;
393;117.985;3;3;48.064;11.629;2500.929;;;;;;;;;;;;;;;;;
394;594.160;3;3;48.061;11.629;2394.779;;;;;;;;;;;;;;;;;
395;253.971;3;4;48.061;11.629;2424.215;;;;;;;;;;;;;;;;;
396;234.573;3;3;48.062;11.624;2085.764;;;;;;;;;;;;;;;;;
397;229.785;3;2;48.062;11.624;2064.093;;;;;;;;;;;;;;;;;
398;243.039;3;3;48.062;11.624;2042.083;;;;;;;;;;;;;;;;;
399;227.508;3;2;48.062;11.625;2134.444;;;;;;;;;;;;;;;;;
400;231.561;3;3;48.062;11.625;2143.218;;;;;;;;;;;;;;;;;
401;250.708;3;3;48.062;11.625;2125.791;;;;;;;;;;;;;;;;;
402;350.347;3;4;48.077;11.609;2411.549;;;;;;;;;;;;;;;;;
403;261.030;3;4;48.073;11.601;1772.465;;;;;;;;;;;;;;;;;
404;183.923;3;4;48.071;11.603;1669.599;;;;;;;;;;;;;;;;;
405;54.348;3;4;48.073;11.601;1737.633;;;;;;;;;;;;;;;;;
406;81.652;3;4;48.072;11.603;1665.869;;;;;;;;;;;;;;;;;
407;68.733;3;2;48.072;11.604;1703.952;;;;;;;;;;;;;;;;;
408;67.899;3;3;48.072;11.604;1697.432;;;;;;;;;;;;;;;;;
409;237.719;3;4;48.072;11.604;1681.053;;;;;;;;;;;;;;;;;
410;93.604;3;3;48.072;11.604;1731.811;;;;;;;;;;;;;;;;;
411;179.402;3;3;48.072;11.604;1715.574;;;;;;;;;;;;;;;;;
412;716.040;2;3;48.072;11.605;1807.375;;;;;;;;;;;;;;;;;
413;574.217;3;4;48.074;11.604;1964.189;;;;;;;;;;;;;;;;;
414;353.930;3;4;48.069;11.602;1344.770;;;;;;;;;;;;;;;;;
415;331.466;3;4;48.068;11.602;1318.160;;;;;;;;;;;;;;;;;
416;314.137;3;4;48.068;11.603;1322.039;;;;;;;;;;;;;;;;;
417;270.149;3;4;48.077;11.602;2249.388;;;;;;;;;;;;;;;;;
418;235.923;3;4;48.079;11.607;2523.127;;;;;;;;;;;;;;;;;
419;244.796;3;4;48.079;11.604;2477.133;;;;;;;;;;;;;;;;;
420;98.478;3;3;48.080;11.602;2620.441;;;;;;;;;;;;;;;;;
421;68.767;3;3;48.080;11.602;2616.890;;;;;;;;;;;;;;;;;
422;58.991;3;3;48.080;11.602;2611.139;;;;;;;;;;;;;;;;;
423;67.505;3;3;48.081;11.600;2703.874;;;;;;;;;;;;;;;;;
424;164.490;3;3;48.081;11.602;2658.813;;;;;;;;;;;;;;;;;
425;98.748;3;3;48.081;11.600;2706.278;;;;;;;;;;;;;;;;;
426;108.871;3;3;48.081;11.600;2682.749;;;;;;;;;;;;;;;;;
427;308.244;3;3;48.082;11.602;2759.302;;;;;;;;;;;;;;;;;
428;142.799;3;3;48.081;11.601;2626.677;;;;;;;;;;;;;;;;;
429;68.813;3;3;48.081;11.602;2666.064;;;;;;;;;;;;;;;;;
430;123.728;3;3;48.080;11.602;2621.152;;;;;;;;;;;;;;;;;
431;153.441;3;3;48.080;11.603;2602.939;;;;;;;;;;;;;;;;;
432;58.205;3;3;48.080;11.602;2614.114;;;;;;;;;;;;;;;;;
433;142.963;3;3;48.081;11.602;2662.219;;;;;;;;;;;;;;;;;
434;499.298;3;4;48.080;11.601;2585.746;;;;;;;;;;;;;;;;;
435;149.978;3;3;48.081;11.602;2654.530;;;;;;;;;;;;;;;;;
436;142.982;3;3;48.081;11.602;2647.910;;;;;;;;;;;;;;;;;
437;60.665;3;3;48.081;11.600;2680.424;;;;;;;;;;;;;;;;;
438;109.373;3;3;48.081;11.602;2640.755;;;;;;;;;;;;;;;;;
439;98.938;3;3;48.080;11.602;2605.501;;;;;;;;;;;;;;;;;
440;1760.043;0;4;48.057;11.604;477.315;;;;;;;;;;;;;;;;;
441;291.679;3;4;48.063;11.616;1565.494;;;;;;;;;;;;;;;;;
442;453.201;3;4;48.063;11.616;1543.789;;;;;;;;;;;;;;;;;
443;101.889;3;4;48.063;11.616;1577.557;;;;;;;;;;;;;;;;;
444;461.411;3;4;48.063;11.616;1529.629;;;;;;;;;;;;;;;;;
445;132.501;3;3;48.064;11.616;1629.145;;;;;;;;;;;;;;;;;
446;101.912;3;4;48.062;11.616;1474.805;;;;;;;;;;;;;;;;;
447;363.623;3;4;48.060;11.627;2224.984;;;;;;;;;;;;;;;;;
448;202.966;3;3;48.061;11.628;2336.500;;;;;;;;;;;;;;;;;
449;205.220;3;3;48.061;11.628;2321.425;;;;;;;;;;;;;;;;;
450;403.588;3;4;48.061;11.628;2297.995;;;;;;;;;;;;;;;;;
451;349.438;3;4;48.075;11.603;2038.357;;;;;;;;;;;;;;;;;
452;199.556;3;3;48.072;11.605;1724.803;;;;;;;;;;;;;;;;;
453;336.984;0;4;48.072;11.606;1779.334;;;;;;;;;;;;;;;;;
454;160.199;0;3;48.072;11.605;1786.656;;;;;;;;;;;;;;;;;
455;181.658;0;4;48.072;11.605;1800.340;;;;;;;;;;;;;;;;;
456;309.613;3;2;48.072;11.605;1741.134;;;;;;;;;;;;;;;;;
457;709.378;2;4;48.079;11.605;2526.774;;;;;;;;;;;;;;;;;
458;595.845;2;4;48.080;11.605;2620.337;;;;;;;;;;;;;;;;;
459;84.947;3;2;48.070;11.610;1687.789;;;;;;;;;;;;;;;;;
460;715.014;3;2;48.070;11.610;1749.172;;;;;;;;;;;;;;;;;
461;84.060;3;2;48.069;11.610;1671.595;;;;;;;;;;;;;;;;;
462;86.248;3;3;48.069;11.611;1682.584;;;;;;;;;;;;;;;;;
463;79.406;3;3;48.070;11.610;1704.227;;;;;;;;;;;;;;;;;
464;86.943;3;3;48.069;11.610;1666.018;;;;;;;;;;;;;;;;;
465;83.170;3;2;48.070;11.610;1698.911;;;;;;;;;;;;;;;;;
466;768.164;3;3;48.071;11.610;1781.799;;;;;;;;;;;;;;;;;
467;449.225;3;3;48.069;11.610;1649.521;;;;;;;;;;;;;;;;;
468;143.679;3;3;48.069;11.610;1679.252;;;;;;;;;;;;;;;;;
469;232.901;3;2;48.069;11.610;1655.351;;;;;;;;;;;;;;;;;
470;318.943;3;3;48.069;11.609;1642.887;;;;;;;;;;;;;;;;;
471;313.576;3;4;48.070;11.611;1778.930;;;;;;;;;;;;;;;;;
472;737.909;3;3;48.070;11.610;1719.359;;;;;;;;;;;;;;;;;
473;80.867;3;2;48.069;11.610;1677.037;;;;;;;;;;;;;;;;;
474;57.798;3;4;48.068;11.613;1669.331;;;;;;;;;;;;;;;;;
475;295.739;3;4;48.071;11.610;1821.607;;;;;;;;;;;;;;;;;
476;91.627;3;2;48.070;11.610;1693.307;;;;;;;;;;;;;;;;;
477;83.357;3;2;48.067;11.608;1415.647;;;;;;;;;;;;;;;;;
478;84.765;3;3;48.067;11.608;1410.540;;;;;;;;;;;;;;;;;
479;80.824;3;2;48.068;11.608;1430.938;;;;;;;;;;;;;;;;;
480;77.710;3;4;48.068;11.610;1512.304;;;;;;;;;;;;;;;;;
481;94.058;3;2;48.068;11.608;1425.672;;;;;;;;;;;;;;;;;
482;85.641;3;3;48.068;11.608;1435.961;;;;;;;;;;;;;;;;;
483;90.173;3;4;48.068;11.610;1493.426;;;;;;;;;;;;;;;;;
484;97.259;3;2;48.067;11.608;1421.146;;;;;;;;;;;;;;;;;
485;78.824;3;4;48.068;11.610;1497.728;;;;;;;;;;;;;;;;;
486;61.175;3;4;48.061;11.629;2367.869;;;;;;;;;;;;;;;;;
487;63.060;3;4;48.061;11.628;2336.467;;;;;;;;;;;;;;;;;
488;182.436;3;4;48.068;11.605;1302.031;;;;;;;;;;;;;;;;;
489;92.363;3;4;48.069;11.605;1411.270;;;;;;;;;;;;;;;;;
490;204.074;3;4;48.068;11.603;1270.706;;;;;;;;;;;;;;;;;
491;170.500;3;4;48.068;11.605;1296.911;;;;;;;;;;;;;;;;;
492;273.396;3;4;48.068;11.602;1263.925;;;;;;;;;;;;;;;;;
493;168.527;3;4;48.068;11.602;1262.578;;;;;;;;;;;;;;;;;
494;167.506;3;4;48.068;11.601;1260.960;;;;;;;;;;;;;;;;;
495;66.080;3;4;48.068;11.601;1262.869;;;;;;;;;;;;;;;;;
496;172.204;3;4;48.068;11.601;1258.122;;;;;;;;;;;;;;;;;
497;233.296;3;4;48.067;11.605;1281.496;;;;;;;;;;;;;;;;;
498;128.260;3;3;48.068;11.600;1260.160;;;;;;;;;;;;;;;;;
499;150.085;3;4;48.068;11.600;1260.361;;;;;;;;;;;;;;;;;
500;415.405;3;4;48.068;11.609;1476.430;;;;;;;;;;;;;;;;;
501;651.639;3;4;48.068;11.604;1286.325;;;;;;;;;;;;;;;;;
502;110.475;3;4;48.068;11.602;1266.086;;;;;;;;;;;;;;;;;
503;100.172;3;3;48.068;11.600;1259.758;;;;;;;;;;;;;;;;;
504;365.193;3;4;48.067;11.608;1343.439;;;;;;;;;;;;;;;;;
505;208.101;3;4;48.068;11.602;1266.697;;;;;;;;;;;;;;;;;
506;141.717;3;4;48.067;11.608;1390.978;;;;;;;;;;;;;;;;;
507;129.697;1;3;48.072;11.620;2407.326;;;;;;;;;;;;;;;;;
508;271.789;1;3;48.072;11.619;2328.420;;;;;;;;;;;;;;;;;
509;208.748;1;2;48.072;11.620;2409.932;;;;;;;;;;;;;;;;;
510;75.699;1;2;48.072;11.619;2343.308;;;;;;;;;;;;;;;;;
511;511.087;3;4;48.073;11.605;1912.427;;;;;;;;;;;;;;;;;
512;88.482;3;3;48.059;11.619;1609.313;;;;;;;;;;;;;;;;;
513;232.649;3;4;48.059;11.618;1585.613;;;;;;;;;;;;;;;;;
514;593.292;3;4;48.059;11.618;1591.028;;;;;;;;;;;;;;;;;
515;453.100;3;3;48.065;11.615;1593.940;;;;;;;;;;;;;;;;;
516;672.529;3;2;48.066;11.617;1749.412;;;;;;;;;;;;;;;;;
517;299.767;3;2;48.066;11.616;1712.836;;;;;;;;;;;;;;;;;
518;1026.953;3;2;48.066;11.616;1714.244;;;;;;;;;;;;;;;;;
519;253.104;3;3;48.065;11.617;1725.926;;;;;;;;;;;;;;;;;
520;253.162;3;2;48.065;11.617;1738.084;;;;;;;;;;;;;;;;;
521;280.456;3;3;48.066;11.615;1628.173;;;;;;;;;;;;;;;;;
522;371.764;3;2;48.066;11.616;1682.259;;;;;;;;;;;;;;;;;
523;362.601;3;3;48.066;11.615;1650.722;;;;;;;;;;;;;;;;;
524;237.255;3;2;48.066;11.616;1668.366;;;;;;;;;;;;;;;;;
525;735.014;3;1;48.066;11.615;1650.117;;;;;;;;;;;;;;;;;
526;428.826;3;1;48.066;11.616;1690.288;;;;;;;;;;;;;;;;;
527;51.288;3;4;48.067;11.618;1954.720;;;;;;;;;;;;;;;;;
528;335.728;3;4;48.054;11.622;1833.942;;;;;;;;;;;;;;;;;
529;487.129;3;4;48.054;11.622;1871.173;;;;;;;;;;;;;;;;;
530;178.917;3;4;48.054;11.622;1865.062;;;;;;;;;;;;;;;;;
531;524.906;3;4;48.054;11.622;1880.546;;;;;;;;;;;;;;;;;
532;290.968;3;4;48.054;11.622;1846.131;;;;;;;;;;;;;;;;;
533;170.124;3;4;48.054;11.620;1756.049;;;;;;;;;;;;;;;;;
534;233.603;3;4;48.054;11.621;1776.942;;;;;;;;;;;;;;;;;
535;189.901;3;4;48.054;11.621;1792.641;;;;;;;;;;;;;;;;;
536;375.542;3;4;48.054;11.620;1717.162;;;;;;;;;;;;;;;;;
537;139.182;3;4;48.055;11.621;1761.121;;;;;;;;;;;;;;;;;
538;232.171;3;4;48.055;11.621;1750.216;;;;;;;;;;;;;;;;;
539;185.458;3;4;48.055;11.620;1718.110;;;;;;;;;;;;;;;;;
540;231.174;3;4;48.056;11.620;1725.603;;;;;;;;;;;;;;;;;
541;196.695;3;4;48.056;11.620;1716.730;;;;;;;;;;;;;;;;;
542;111.386;3;4;48.056;11.620;1711.360;;;;;;;;;;;;;;;;;
543;423.415;3;4;48.056;11.620;1684.106;;;;;;;;;;;;;;;;;
544;619.664;0;4;48.056;11.620;1684.271;;;;;;;;;;;;;;;;;
545;502.656;3;4;48.055;11.622;1851.858;;;;;;;;;;;;;;;;;
546;446.537;3;4;48.055;11.621;1822.243;;;;;;;;;;;;;;;;;
547;490.900;3;4;48.055;11.621;1798.508;;;;;;;;;;;;;;;;;
548;110.941;3;4;48.055;11.621;1813.507;;;;;;;;;;;;;;;;;
549;142.446;3;4;48.055;11.622;1839.122;;;;;;;;;;;;;;;;;
550;183.005;3;4;48.055;11.622;1827.054;;;;;;;;;;;;;;;;;
551;307.489;3;4;48.055;11.622;1823.339;;;;;;;;;;;;;;;;;
552;707.103;3;4;48.056;11.621;1773.993;;;;;;;;;;;;;;;;;
553;434.176;3;4;48.056;11.621;1793.379;;;;;;;;;;;;;;;;;
554;959.133;0;4;48.056;11.621;1763.744;;;;;;;;;;;;;;;;;
555;599.731;0;4;48.057;11.621;1743.519;;;;;;;;;;;;;;;;;
556;127.708;3;4;48.057;11.621;1755.510;;;;;;;;;;;;;;;;;
557;370.957;3;4;48.057;11.621;1732.809;;;;;;;;;;;;;;;;;
558;396.086;3;4;48.058;11.620;1675.304;;;;;;;;;;;;;;;;;
559;469.367;3;4;48.057;11.620;1687.499;;;;;;;;;;;;;;;;;
560;304.260;3;4;48.058;11.619;1647.422;;;;;;;;;;;;;;;;;
561;200.997;3;4;48.058;11.619;1655.969;;;;;;;;;;;;;;;;;
562;277.773;3;4;48.058;11.620;1660.445;;;;;;;;;;;;;;;;;
563;348.140;3;4;48.058;11.620;1667.964;;;;;;;;;;;;;;;;;
564;288.512;3;4;48.058;11.619;1638.339;;;;;;;;;;;;;;;;;
565;246.325;3;4;48.059;11.619;1648.835;;;;;;;;;;;;;;;;;
566;163.356;3;4;48.058;11.618;1570.973;;;;;;;;;;;;;;;;;
567;597.656;0;3;48.059;11.619;1597.253;;;;;;;;;;;;;;;;;
568;532.446;3;4;48.059;11.619;1631.276;;;;;;;;;;;;;;;;;
569;925.688;3;4;48.059;11.618;1559.135;;;;;;;;;;;;;;;;;
570;241.341;3;4;48.060;11.618;1547.811;;;;;;;;;;;;;;;;;
571;445.190;3;4;48.060;11.618;1579.094;;;;;;;;;;;;;;;;;
572;395.441;3;4;48.058;11.620;1710.167;;;;;;;;;;;;;;;;;
573;275.092;3;4;48.058;11.621;1737.121;;;;;;;;;;;;;;;;;
574;2843.118;2;3;48.060;11.625;2074.255;;;;;;;;;;;;;;;;;
575;157.441;3;4;48.058;11.621;1768.892;;;;;;;;;;;;;;;;;
576;215.965;3;4;48.059;11.620;1706.125;;;;;;;;;;;;;;;;;
577;248.295;3;4;48.058;11.620;1705.080;;;;;;;;;;;;;;;;;
578;219.574;3;4;48.058;11.621;1743.229;;;;;;;;;;;;;;;;;
579;247.216;3;4;48.058;11.621;1767.550;;;;;;;;;;;;;;;;;
580;294.517;3;4;48.059;11.620;1689.212;;;;;;;;;;;;;;;;;
581;487.599;3;4;48.059;11.620;1736.178;;;;;;;;;;;;;;;;;
582;391.282;3;4;48.058;11.621;1744.836;;;;;;;;;;;;;;;;;
583;848.915;3;4;48.059;11.621;1773.545;;;;;;;;;;;;;;;;;
584;1063.483;3;4;48.060;11.624;1978.711;;;;;;;;;;;;;;;;;
585;514.606;3;4;48.059;11.623;1909.986;;;;;;;;;;;;;;;;;
586;227.919;3;3;48.059;11.622;1873.035;;;;;;;;;;;;;;;;;
587;502.726;3;4;48.060;11.623;1920.314;;;;;;;;;;;;;;;;;
588;712.674;3;4;48.059;11.622;1854.604;;;;;;;;;;;;;;;;;
589;351.095;3;4;48.059;11.622;1836.617;;;;;;;;;;;;;;;;;
590;167.160;3;4;48.059;11.619;1646.810;;;;;;;;;;;;;;;;;
591;183.198;3;4;48.059;11.619;1659.466;;;;;;;;;;;;;;;;;
592;149.736;3;4;48.059;11.619;1651.327;;;;;;;;;;;;;;;;;
593;253.349;3;4;48.060;11.619;1656.204;;;;;;;;;;;;;;;;;
594;274.657;3;4;48.060;11.619;1657.602;;;;;;;;;;;;;;;;;
595;135.529;3;3;48.059;11.619;1651.295;;;;;;;;;;;;;;;;;
596;1794.509;3;4;48.057;11.619;1623.133;;;;;;;;;;;;;;;;;
597;170.549;3;4;48.057;11.619;1630.706;;;;;;;;;;;;;;;;;
598;761.490;3;4;48.057;11.619;1583.247;;;;;;;;;;;;;;;;;
599;110.757;3;4;48.059;11.618;1540.796;;;;;;;;;;;;;;;;;
600;406.263;3;4;48.059;11.618;1526.735;;;;;;;;;;;;;;;;;
601;193.604;3;3;48.059;11.618;1556.096;;;;;;;;;;;;;;;;;
602;131.661;3;4;48.058;11.618;1568.689;;;;;;;;;;;;;;;;;
603;140.688;3;4;48.058;11.619;1602.037;;;;;;;;;;;;;;;;;
604;249.169;3;4;48.058;11.618;1575.154;;;;;;;;;;;;;;;;;
605;723.444;3;4;48.058;11.619;1599.870;;;;;;;;;;;;;;;;;
606;432.752;3;4;48.058;11.618;1576.722;;;;;;;;;;;;;;;;;
607;264.005;3;4;48.061;11.618;1595.329;;;;;;;;;;;;;;;;;
608;720.201;0;4;48.061;11.618;1641.382;;;;;;;;;;;;;;;;;
609;280.786;3;3;48.061;11.618;1607.780;;;;;;;;;;;;;;;;;
610;404.426;3;3;48.061;11.618;1608.455;;;;;;;;;;;;;;;;;
611;234.215;3;4;48.061;11.617;1524.659;;;;;;;;;;;;;;;;;
612;498.252;3;3;48.066;11.618;1799.812;;;;;;;;;;;;;;;;;
613;937.876;3;4;48.066;11.618;1859.700;;;;;;;;;;;;;;;;;
614;209.105;3;4;48.065;11.618;1814.668;;;;;;;;;;;;;;;;;
615;110.201;3;4;48.066;11.618;1841.533;;;;;;;;;;;;;;;;;
616;3264.466;0;4;48.074;11.620;2514.501;;;;;;;;;;;;;;;;;
617;3924.614;1;4;48.073;11.620;2434.094;;;;;;;;;;;;;;;;;
618;208.957;3;4;48.074;11.605;1979.705;;;;;;;;;;;;;;;;;
619;166.488;3;2;48.078;11.606;2379.005;;;;;;;;;;;;;;;;;
620;166.434;3;2;48.078;11.605;2370.472;;;;;;;;;;;;;;;;;
621;166.540;3;3;48.078;11.606;2387.801;;;;;;;;;;;;;;;;;
622;167.110;3;3;48.078;11.605;2361.993;;;;;;;;;;;;;;;;;
623;66.741;3;3;48.068;11.612;1628.136;;;;;;;;;;;;;;;;;
624;71.026;3;3;48.068;11.612;1652.034;;;;;;;;;;;;;;;;;
625;69.845;3;3;48.068;11.612;1631.880;;;;;;;;;;;;;;;;;
626;71.501;3;3;48.068;11.612;1655.990;;;;;;;;;;;;;;;;;
627;65.794;3;3;48.068;11.612;1641.667;;;;;;;;;;;;;;;;;
628;80.212;3;4;48.068;11.612;1618.188;;;;;;;;;;;;;;;;;
629;62.151;3;3;48.068;11.612;1645.313;;;;;;;;;;;;;;;;;
630;541.027;3;4;48.069;11.612;1737.099;;;;;;;;;;;;;;;;;
631;97.964;3;3;48.069;11.611;1630.912;;;;;;;;;;;;;;;;;
632;98.259;3;3;48.069;11.610;1650.599;;;;;;;;;;;;;;;;;
633;212.931;3;4;48.069;11.612;1716.448;;;;;;;;;;;;;;;;;
634;64.940;3;2;48.068;11.612;1673.879;;;;;;;;;;;;;;;;;
635;88.375;3;2;48.069;11.611;1656.043;;;;;;;;;;;;;;;;;
636;88.172;3;2;48.069;11.611;1636.412;;;;;;;;;;;;;;;;;
637;65.020;3;3;48.069;11.612;1681.007;;;;;;;;;;;;;;;;;
638;131.560;3;4;48.069;11.610;1642.030;;;;;;;;;;;;;;;;;
639;64.524;3;2;48.068;11.612;1677.446;;;;;;;;;;;;;;;;;
640;150.135;3;4;48.069;11.612;1690.300;;;;;;;;;;;;;;;;;
641;180.895;3;4;48.069;11.612;1699.408;;;;;;;;;;;;;;;;;
642;87.335;3;3;48.069;11.611;1641.604;;;;;;;;;;;;;;;;;
643;401.279;3;4;48.070;11.612;1757.673;;;;;;;;;;;;;;;;;
644;87.135;3;3;48.069;11.611;1661.200;;;;;;;;;;;;;;;;;
645;56.373;3;3;48.068;11.612;1670.487;;;;;;;;;;;;;;;;;
646;840.965;0;3;48.055;11.607;770.712;;;;;;;;;;;;;;;;;
647;671.570;0;2;48.055;11.608;795.549;;;;;;;;;;;;;;;;;
648;522.076;0;3;48.055;11.608;807.721;;;;;;;;;;;;;;;;;
649;439.287;3;3;48.061;11.627;2266.409;;;;;;;;;;;;;;;;;
650;123.301;3;4;48.060;11.625;2133.555;;;;;;;;;;;;;;;;;
651;77.057;3;4;48.060;11.624;2013.796;;;;;;;;;;;;;;;;;
652;138.327;3;4;48.060;11.625;2096.369;;;;;;;;;;;;;;;;;
653;360.717;3;4;48.060;11.624;2057.233;;;;;;;;;;;;;;;;;
654;321.015;3;4;48.061;11.625;2085.504;;;;;;;;;;;;;;;;;
655;245.346;3;4;48.060;11.624;2024.472;;;;;;;;;;;;;;;;;
656;109.937;3;4;48.060;11.626;2152.374;;;;;;;;;;;;;;;;;
657;145.833;3;4;48.060;11.623;1985.486;;;;;;;;;;;;;;;;;
658;171.896;3;4;48.060;11.625;2114.880;;;;;;;;;;;;;;;;;
659;304.709;3;4;48.061;11.625;2114.027;;;;;;;;;;;;;;;;;
660;126.866;3;4;48.060;11.624;2046.729;;;;;;;;;;;;;;;;;
661;225.686;3;4;48.060;11.624;1996.738;;;;;;;;;;;;;;;;;
662;201.405;3;4;48.060;11.623;1959.630;;;;;;;;;;;;;;;;;
663;235.925;3;4;48.060;11.623;1957.400;;;;;;;;;;;;;;;;;
664;207.663;3;4;48.061;11.626;2196.178;;;;;;;;;;;;;;;;;
