Unterchaching_mod;;;;;;;;;;;;;;;;;;;;;;;
bid;footprint_area;use;free_walls;lat;lon;dist_to_heat_source;NUTS_0;NUTS_1;NUTS_2;NUTS_3;year_class;size_class;ref_level_roof;ref_level_wall;ref_level_floor;ref_level_window;floors;area_corr_factor;storey_area;heated_area;dwellings;dwelling_size;occupants
1010;362.554;3;4;48.075;11.604;1997.969;;;;;;;;;;;;;;;;;
1011;141.537;3;4;48.075;11.604;2065.714;;;;;;;;;;;;;;;;;
1012;220.712;3;4;48.074;11.605;1937.577;;;;;;;;;;;;;;;;;
1013;238.584;0;3;48.074;11.604;2001.114;;;;;;;;;;;;;;;;;
1014;228.431;0;4;48.075;11.604;2026.582;;;;;;;;;;;;;;;;;
1015;105.949;3;4;48.076;11.605;2208.053;;;;;;;;;;;;;;;;;
1016;271.211;3;4;48.075;11.604;2023.324;;;;;;;;;;;;;;;;;
1017;76.036;3;4;48.075;11.605;2071.140;;;;;;;;;;;;;;;;;
1018;218.440;3;4;48.075;11.604;2088.232;;;;;;;;;;;;;;;;;
1019;226.857;0;4;48.074;11.604;1983.241;;;;;;;;;;;;;;;;;
1020;222.409;3;4;48.075;11.604;2082.051;;;;;;;;;;;;;;;;;
1021;160.796;3;3;48.078;11.605;2423.105;;;;;;;;;;;;;;;;;
1022;161.516;3;3;48.078;11.605;2439.610;;;;;;;;;;;;;;;;;
1023;221.251;3;2;48.078;11.605;2396.740;;;;;;;;;;;;;;;;;
1024;252.105;3;3;48.078;11.606;2407.152;;;;;;;;;;;;;;;;;
1025;160.342;3;2;48.078;11.605;2431.475;;;;;;;;;;;;;;;;;
1026;238.281;3;3;48.077;11.606;2357.444;;;;;;;;;;;;;;;;;
1027;245.188;3;3;48.078;11.605;2386.887;;;;;;;;;;;;;;;;;
1028;233.074;3;2;48.077;11.606;2347.145;;;;;;;;;;;;;;;;;
1029;236.924;3;3;48.077;11.605;2337.013;;;;;;;;;;;;;;;;;
1030;237.391;3;2;48.076;11.606;2243.961;;;;;;;;;;;;;;;;;
1031;243.125;3;3;48.077;11.606;2284.001;;;;;;;;;;;;;;;;;
1032;161.471;3;3;48.077;11.606;2318.993;;;;;;;;;;;;;;;;;
1033;167.988;3;2;48.077;11.606;2277.839;;;;;;;;;;;;;;;;;
1034;166.068;3;3;48.076;11.607;2241.916;;;;;;;;;;;;;;;;;
1035;238.962;3;3;48.076;11.607;2265.626;;;;;;;;;;;;;;;;;
1036;170.090;3;3;48.077;11.606;2286.708;;;;;;;;;;;;;;;;;
1037;167.797;3;2;48.076;11.606;2214.906;;;;;;;;;;;;;;;;;
1038;232.147;3;2;48.077;11.606;2294.462;;;;;;;;;;;;;;;;;
1039;235.165;3;3;48.077;11.606;2304.990;;;;;;;;;;;;;;;;;
1040;238.704;3;2;48.076;11.606;2254.772;;;;;;;;;;;;;;;;;
1041;239.498;3;3;48.076;11.606;2233.313;;;;;;;;;;;;;;;;;
1042;179.576;3;3;48.077;11.606;2336.316;;;;;;;;;;;;;;;;;
1043;168.578;3;2;48.077;11.606;2269.119;;;;;;;;;;;;;;;;;
1044;168.553;3;3;48.076;11.606;2206.040;;;;;;;;;;;;;;;;;
1045;162.192;3;3;48.077;11.606;2260.322;;;;;;;;;;;;;;;;;
1046;167.102;3;2;48.077;11.606;2327.598;;;;;;;;;;;;;;;;;
1047;172.925;3;2;48.076;11.606;2223.999;;;;;;;;;;;;;;;;;
1048;163.639;3;2;48.076;11.607;2232.896;;;;;;;;;;;;;;;;;
1049;155.646;3;4;48.073;11.608;1908.961;;;;;;;;;;;;;;;;;
1050;68.557;3;4;48.074;11.608;2014.073;;;;;;;;;;;;;;;;;
1051;444.894;0;3;48.072;11.606;1817.430;;;;;;;;;;;;;;;;;
1052;117.949;3;4;48.073;11.608;1939.904;;;;;;;;;;;;;;;;;
1053;188.872;3;4;48.073;11.608;1984.996;;;;;;;;;;;;;;;;;
1054;179.476;3;4;48.072;11.607;1851.743;;;;;;;;;;;;;;;;;
1055;226.734;3;4;48.072;11.607;1830.002;;;;;;;;;;;;;;;;;
1056;265.934;2;3;48.073;11.606;1841.011;;;;;;;;;;;;;;;;;
1057;120.431;3;4;48.073;11.608;1916.878;;;;;;;;;;;;;;;;;
1058;244.430;3;4;48.073;11.608;1971.287;;;;;;;;;;;;;;;;;
1059;247.065;3;4;48.073;11.607;1895.136;;;;;;;;;;;;;;;;;
1060;149.096;3;4;48.073;11.607;1901.866;;;;;;;;;;;;;;;;;
1061;196.257;3;4;48.073;11.608;2002.197;;;;;;;;;;;;;;;;;
1062;81.543;3;4;48.073;11.607;1886.282;;;;;;;;;;;;;;;;;
1063;104.311;3;4;48.072;11.607;1864.354;;;;;;;;;;;;;;;;;
1064;154.505;3;4;48.073;11.607;1878.216;;;;;;;;;;;;;;;;;
1065;151.287;3;4;48.073;11.608;1923.616;;;;;;;;;;;;;;;;;
1066;234.633;0;3;48.072;11.606;1762.231;;;;;;;;;;;;;;;;;
1067;143.873;3;4;48.072;11.607;1792.769;;;;;;;;;;;;;;;;;
1068;266.374;3;3;48.072;11.606;1805.693;;;;;;;;;;;;;;;;;
1069;473.622;0;4;48.072;11.607;1771.173;;;;;;;;;;;;;;;;;
1070;131.343;3;4;48.072;11.606;1743.589;;;;;;;;;;;;;;;;;
1071;334.436;3;3;48.072;11.605;1751.735;;;;;;;;;;;;;;;;;
1072;320.508;0;4;48.072;11.606;1789.593;;;;;;;;;;;;;;;;;
1073;303.245;3;4;48.077;11.608;2362.548;;;;;;;;;;;;;;;;;
1074;403.834;3;4;48.077;11.608;2322.453;;;;;;;;;;;;;;;;;
1075;303.201;3;4;48.076;11.609;2316.587;;;;;;;;;;;;;;;;;
1076;412.989;3;4;48.077;11.608;2339.216;;;;;;;;;;;;;;;;;
1077;352.083;3;4;48.076;11.608;2296.656;;;;;;;;;;;;;;;;;
1078;461.198;3;4;48.076;11.608;2271.242;;;;;;;;;;;;;;;;;
1079;413.593;3;4;48.076;11.608;2252.653;;;;;;;;;;;;;;;;;
1080;412.991;3;4;48.077;11.607;2306.150;;;;;;;;;;;;;;;;;
1081;303.247;3;4;48.077;11.608;2341.768;;;;;;;;;;;;;;;;;
1082;303.380;3;4;48.076;11.609;2291.936;;;;;;;;;;;;;;;;;
1083;412.979;3;4;48.076;11.608;2279.526;;;;;;;;;;;;;;;;;
1084;3233.073;2;3;48.061;11.611;1109.441;;;;;;;;;;;;;;;;;
1085;172.042;2;4;48.062;11.614;1352.667;;;;;;;;;;;;;;;;;
1086;80.025;3;3;48.072;11.613;2000.068;;;;;;;;;;;;;;;;;
1087;79.970;3;2;48.072;11.613;2051.588;;;;;;;;;;;;;;;;;
1088;80.025;3;3;48.072;11.613;1987.732;;;;;;;;;;;;;;;;;
1089;79.970;3;2;48.072;11.613;2027.229;;;;;;;;;;;;;;;;;
1090;80.025;3;3;48.072;11.613;2012.876;;;;;;;;;;;;;;;;;
1091;79.986;3;3;48.072;11.613;2048.321;;;;;;;;;;;;;;;;;
1092;79.986;3;3;48.072;11.613;2043.951;;;;;;;;;;;;;;;;;
1093;80.025;3;3;48.072;11.613;2006.785;;;;;;;;;;;;;;;;;
1094;80.025;3;3;48.072;11.613;1994.296;;;;;;;;;;;;;;;;;
1095;79.925;3;2;48.072;11.613;2003.417;;;;;;;;;;;;;;;;;
1096;79.970;3;2;48.072;11.613;2040.736;;;;;;;;;;;;;;;;;
1097;79.947;3;3;48.072;11.613;2019.357;;;;;;;;;;;;;;;;;
1098;79.925;3;2;48.072;11.613;1991.004;;;;;;;;;;;;;;;;;
1099;79.986;3;3;48.072;11.613;2054.878;;;;;;;;;;;;;;;;;
1100;79.986;3;3;48.072;11.613;2023.918;;;;;;;;;;;;;;;;;
1101;79.986;3;3;48.072;11.613;2037.545;;;;;;;;;;;;;;;;;
1102;79.894;3;2;48.072;11.613;2016.107;;;;;;;;;;;;;;;;;
1103;79.986;3;3;48.072;11.613;2030.555;;;;;;;;;;;;;;;;;
1104;92.713;3;3;48.071;11.606;1696.685;;;;;;;;;;;;;;;;;
1105;92.784;3;3;48.071;11.606;1689.544;;;;;;;;;;;;;;;;;
1106;69.444;3;3;48.071;11.606;1626.530;;;;;;;;;;;;;;;;;
1107;73.781;3;3;48.070;11.606;1611.795;;;;;;;;;;;;;;;;;
1108;73.781;3;3;48.070;11.606;1606.154;;;;;;;;;;;;;;;;;
1109;72.953;3;3;48.070;11.605;1590.762;;;;;;;;;;;;;;;;;
1110;72.906;3;3;48.070;11.605;1592.293;;;;;;;;;;;;;;;;;
1111;69.375;3;3;48.071;11.606;1642.575;;;;;;;;;;;;;;;;;
1112;69.505;3;2;48.071;11.606;1637.220;;;;;;;;;;;;;;;;;
1113;69.442;3;2;48.071;11.606;1631.871;;;;;;;;;;;;;;;;;
1114;64.873;3;3;48.071;11.607;1680.378;;;;;;;;;;;;;;;;;
1115;64.873;3;2;48.071;11.607;1684.412;;;;;;;;;;;;;;;;;
1116;64.906;3;2;48.071;11.607;1688.467;;;;;;;;;;;;;;;;;
1117;64.940;3;3;48.071;11.607;1692.537;;;;;;;;;;;;;;;;;
1118;97.678;3;3;48.068;11.611;1590.797;;;;;;;;;;;;;;;;;
1119;93.311;3;3;48.068;11.611;1626.645;;;;;;;;;;;;;;;;;
1120;93.295;3;3;48.068;11.612;1646.349;;;;;;;;;;;;;;;;;
1121;93.311;3;2;48.068;11.611;1639.772;;;;;;;;;;;;;;;;;
1122;350.874;3;4;48.068;11.612;1622.743;;;;;;;;;;;;;;;;;
1123;93.261;3;2;48.068;11.611;1633.204;;;;;;;;;;;;;;;;;
1124;124.226;3;4;48.068;11.612;1600.949;;;;;;;;;;;;;;;;;
1125;61.646;3;3;48.069;11.611;1630.428;;;;;;;;;;;;;;;;;
1126;60.087;3;3;48.069;11.611;1634.451;;;;;;;;;;;;;;;;;
1127;61.512;3;3;48.069;11.611;1642.487;;;;;;;;;;;;;;;;;
1128;59.286;3;3;48.069;11.611;1646.403;;;;;;;;;;;;;;;;;
1129;138.436;3;4;48.069;11.611;1658.668;;;;;;;;;;;;;;;;;
1130;97.731;3;3;48.068;11.611;1583.278;;;;;;;;;;;;;;;;;
1131;252.253;3;4;48.070;11.611;1729.766;;;;;;;;;;;;;;;;;
1132;85.673;3;3;48.069;11.611;1673.188;;;;;;;;;;;;;;;;;
1133;68.293;3;3;48.069;11.611;1686.189;;;;;;;;;;;;;;;;;
1134;68.387;3;2;48.069;11.611;1681.951;;;;;;;;;;;;;;;;;
1135;68.377;3;2;48.069;11.611;1677.712;;;;;;;;;;;;;;;;;
1136;68.336;3;2;48.069;11.611;1673.480;;;;;;;;;;;;;;;;;
1137;68.336;3;3;48.069;11.611;1669.252;;;;;;;;;;;;;;;;;
1138;107.211;3;4;48.069;11.611;1696.158;;;;;;;;;;;;;;;;;
1139;106.143;3;4;48.069;11.611;1710.042;;;;;;;;;;;;;;;;;
1140;108.802;3;4;48.069;11.611;1720.392;;;;;;;;;;;;;;;;;
1141;69.474;3;3;48.069;11.611;1650.158;;;;;;;;;;;;;;;;;
1142;63.958;3;4;48.070;11.611;1733.356;;;;;;;;;;;;;;;;;
1143;142.025;3;4;48.070;11.611;1750.310;;;;;;;;;;;;;;;;;
1144;151.206;3;4;48.070;11.611;1749.613;;;;;;;;;;;;;;;;;
1145;69.473;3;2;48.069;11.611;1653.597;;;;;;;;;;;;;;;;;
1146;69.473;3;3;48.069;11.611;1657.048;;;;;;;;;;;;;;;;;
1147;85.549;3;3;48.069;11.611;1668.609;;;;;;;;;;;;;;;;;
1148;346.390;3;1;48.072;11.611;1914.814;;;;;;;;;;;;;;;;;
1149;158.082;3;4;48.071;11.611;1802.299;;;;;;;;;;;;;;;;;
1150;100.410;3;3;48.071;11.610;1821.371;;;;;;;;;;;;;;;;;
1151;92.114;3;2;48.071;11.610;1828.002;;;;;;;;;;;;;;;;;
1152;570.348;3;3;48.071;11.611;1848.653;;;;;;;;;;;;;;;;;
1153;95.229;3;2;48.071;11.610;1833.942;;;;;;;;;;;;;;;;;
1154;189.624;3;2;48.071;11.611;1863.169;;;;;;;;;;;;;;;;;
1155;98.659;3;3;48.071;11.610;1837.932;;;;;;;;;;;;;;;;;
1156;190.015;3;2;48.071;11.611;1876.000;;;;;;;;;;;;;;;;;
1157;191.049;3;2;48.071;11.611;1888.833;;;;;;;;;;;;;;;;;
1158;190.918;3;2;48.071;11.611;1901.723;;;;;;;;;;;;;;;;;
1159;117.618;3;2;48.072;11.611;1924.333;;;;;;;;;;;;;;;;;
1160;133.402;3;2;48.072;11.611;1933.264;;;;;;;;;;;;;;;;;
1161;117.837;3;2;48.072;11.611;1940.577;;;;;;;;;;;;;;;;;
1162;134.056;3;2;48.072;11.611;1948.934;;;;;;;;;;;;;;;;;
1163;154.039;3;3;48.070;11.611;1777.905;;;;;;;;;;;;;;;;;
1164;154.039;3;3;48.070;11.611;1770.410;;;;;;;;;;;;;;;;;
1165;241.966;3;2;48.072;11.611;1957.139;;;;;;;;;;;;;;;;;
1166;124.057;3;3;48.070;11.611;1758.691;;;;;;;;;;;;;;;;;
1167;124.057;3;3;48.070;11.611;1752.341;;;;;;;;;;;;;;;;;
1168;208.913;3;2;48.072;11.611;1966.569;;;;;;;;;;;;;;;;;
1169;204.130;3;3;48.072;11.611;1979.916;;;;;;;;;;;;;;;;;
1170;181.664;3;4;48.070;11.611;1800.322;;;;;;;;;;;;;;;;;
1171;164.240;3;4;48.072;11.609;1864.318;;;;;;;;;;;;;;;;;
1172;58.296;3;4;48.072;11.609;1899.457;;;;;;;;;;;;;;;;;
1173;180.793;3;4;48.072;11.609;1879.047;;;;;;;;;;;;;;;;;
1174;154.524;3;4;48.072;11.609;1902.928;;;;;;;;;;;;;;;;;
1175;74.251;3;4;48.072;11.609;1911.921;;;;;;;;;;;;;;;;;
1176;149.762;3;4;48.072;11.609;1919.648;;;;;;;;;;;;;;;;;
1177;92.982;3;4;48.073;11.609;1933.749;;;;;;;;;;;;;;;;;
1178;447.084;3;4;48.074;11.609;2030.527;;;;;;;;;;;;;;;;;
1179;79.775;3;4;48.074;11.609;2045.169;;;;;;;;;;;;;;;;;
1180;119.201;3;3;48.073;11.609;1973.326;;;;;;;;;;;;;;;;;
1181;108.970;3;3;48.073;11.610;2001.720;;;;;;;;;;;;;;;;;
1182;330.487;3;4;48.073;11.609;2006.483;;;;;;;;;;;;;;;;;
1183;109.539;3;3;48.073;11.610;2009.420;;;;;;;;;;;;;;;;;
1184;117.488;3;3;48.074;11.610;2051.463;;;;;;;;;;;;;;;;;
1185;109.392;3;3;48.073;11.610;2013.527;;;;;;;;;;;;;;;;;
1186;117.485;3;3;48.074;11.610;2055.705;;;;;;;;;;;;;;;;;
1187;108.322;3;3;48.073;11.611;2021.888;;;;;;;;;;;;;;;;;
1188;108.325;3;3;48.073;11.611;2026.087;;;;;;;;;;;;;;;;;
1189;119.204;3;3;48.073;11.609;1977.203;;;;;;;;;;;;;;;;;
1190;108.430;3;3;48.073;11.610;1985.485;;;;;;;;;;;;;;;;;
1191;108.384;3;3;48.073;11.610;1989.473;;;;;;;;;;;;;;;;;
1192;109.015;3;3;48.073;11.610;1997.601;;;;;;;;;;;;;;;;;
1193;248.917;3;4;48.073;11.609;1997.087;;;;;;;;;;;;;;;;;
1194;199.834;3;3;48.072;11.610;1900.790;;;;;;;;;;;;;;;;;
1195;303.272;3;2;48.072;11.610;1907.440;;;;;;;;;;;;;;;;;
1196;179.312;3;2;48.072;11.610;1922.300;;;;;;;;;;;;;;;;;
1197;176.791;3;2;48.072;11.610;1934.924;;;;;;;;;;;;;;;;;
1198;226.709;3;2;48.072;11.610;1947.720;;;;;;;;;;;;;;;;;
1199;229.417;3;3;48.073;11.610;1950.679;;;;;;;;;;;;;;;;;
1200;90.224;3;2;48.072;11.611;1907.744;;;;;;;;;;;;;;;;;
1201;593.555;0;3;48.072;11.610;1883.522;;;;;;;;;;;;;;;;;
1202;112.359;3;2;48.072;11.611;1900.711;;;;;;;;;;;;;;;;;
1203;95.867;3;3;48.069;11.605;1430.076;;;;;;;;;;;;;;;;;
1204;95.867;3;3;48.069;11.605;1434.124;;;;;;;;;;;;;;;;;
1205;69.034;3;3;48.081;11.603;2674.734;;;;;;;;;;;;;;;;;
1206;72.540;3;3;48.081;11.602;2686.585;;;;;;;;;;;;;;;;;
1207;72.474;3;3;48.081;11.602;2690.058;;;;;;;;;;;;;;;;;
1208;77.751;3;3;48.081;11.602;2699.759;;;;;;;;;;;;;;;;;
1209;67.802;3;3;48.080;11.603;2586.955;;;;;;;;;;;;;;;;;
1210;66.908;3;3;48.080;11.603;2613.665;;;;;;;;;;;;;;;;;
1211;64.196;3;3;48.080;11.603;2630.303;;;;;;;;;;;;;;;;;
1212;68.963;3;3;48.081;11.603;2681.605;;;;;;;;;;;;;;;;;
1213;66.918;3;3;48.080;11.603;2606.546;;;;;;;;;;;;;;;;;
1214;70.479;3;3;48.081;11.603;2652.088;;;;;;;;;;;;;;;;;
1215;77.788;3;3;48.081;11.602;2696.996;;;;;;;;;;;;;;;;;
1216;67.911;3;3;48.080;11.603;2580.139;;;;;;;;;;;;;;;;;
1217;64.069;3;3;48.080;11.603;2637.551;;;;;;;;;;;;;;;;;
1218;70.479;3;3;48.081;11.603;2659.256;;;;;;;;;;;;;;;;;
1219;74.899;3;3;48.080;11.601;2541.775;;;;;;;;;;;;;;;;;
1220;69.455;3;3;48.080;11.602;2530.228;;;;;;;;;;;;;;;;;
1221;72.820;3;3;48.080;11.602;2521.818;;;;;;;;;;;;;;;;;
1222;72.820;3;3;48.080;11.602;2521.345;;;;;;;;;;;;;;;;;
1223;72.512;3;3;48.079;11.602;2511.756;;;;;;;;;;;;;;;;;
1224;72.469;3;3;48.079;11.602;2510.734;;;;;;;;;;;;;;;;;
1225;68.460;3;3;48.079;11.603;2501.195;;;;;;;;;;;;;;;;;
1226;68.460;3;3;48.079;11.603;2499.798;;;;;;;;;;;;;;;;;
1227;74.235;3;3;48.079;11.603;2488.317;;;;;;;;;;;;;;;;;
1228;74.220;3;3;48.079;11.603;2486.428;;;;;;;;;;;;;;;;;
1229;77.602;3;3;48.081;11.602;2707.811;;;;;;;;;;;;;;;;;
1230;68.682;3;3;48.079;11.603;2474.212;;;;;;;;;;;;;;;;;
1231;73.598;3;3;48.080;11.601;2542.963;;;;;;;;;;;;;;;;;
1232;77.662;3;3;48.081;11.602;2705.944;;;;;;;;;;;;;;;;;
1233;68.638;3;3;48.079;11.603;2471.562;;;;;;;;;;;;;;;;;
1234;127.271;3;3;48.081;11.603;2731.302;;;;;;;;;;;;;;;;;
1235;71.243;3;3;48.079;11.603;2455.762;;;;;;;;;;;;;;;;;
1236;127.191;3;2;48.081;11.602;2741.605;;;;;;;;;;;;;;;;;
1237;71.303;3;3;48.079;11.603;2452.682;;;;;;;;;;;;;;;;;
1238;127.270;3;3;48.082;11.602;2751.922;;;;;;;;;;;;;;;;;
1239;76.769;3;3;48.080;11.601;2536.481;;;;;;;;;;;;;;;;;
1240;76.730;3;3;48.080;11.601;2537.128;;;;;;;;;;;;;;;;;
1241;69.455;3;3;48.080;11.602;2530.089;;;;;;;;;;;;;;;;;
1242;65.317;3;3;48.079;11.601;2508.814;;;;;;;;;;;;;;;;;
1243;161.276;3;4;48.079;11.604;2437.723;;;;;;;;;;;;;;;;;
1244;65.286;3;3;48.079;11.601;2510.273;;;;;;;;;;;;;;;;;
1245;98.069;3;3;48.078;11.603;2422.201;;;;;;;;;;;;;;;;;
1246;98.025;3;3;48.078;11.603;2426.078;;;;;;;;;;;;;;;;;
1247;83.181;3;3;48.078;11.603;2408.683;;;;;;;;;;;;;;;;;
1248;83.189;3;2;48.078;11.603;2411.659;;;;;;;;;;;;;;;;;
1249;83.196;3;3;48.078;11.603;2414.648;;;;;;;;;;;;;;;;;
1250;61.013;3;3;48.079;11.602;2495.599;;;;;;;;;;;;;;;;;
1251;61.555;3;3;48.079;11.602;2493.669;;;;;;;;;;;;;;;;;
1252;60.846;3;3;48.079;11.602;2486.288;;;;;;;;;;;;;;;;;
1253;61.452;3;3;48.079;11.602;2484.149;;;;;;;;;;;;;;;;;
1254;56.286;3;3;48.079;11.602;2474.949;;;;;;;;;;;;;;;;;
1255;55.467;3;3;48.079;11.602;2472.283;;;;;;;;;;;;;;;;;
1256;67.027;3;3;48.079;11.603;2459.679;;;;;;;;;;;;;;;;;
1257;68.064;3;3;48.079;11.603;2455.144;;;;;;;;;;;;;;;;;
1258;84.313;3;3;48.079;11.603;2441.266;;;;;;;;;;;;;;;;;
1259;84.331;3;3;48.079;11.603;2435.127;;;;;;;;;;;;;;;;;
1260;77.185;3;3;48.079;11.601;2502.958;;;;;;;;;;;;;;;;;
1261;80.887;3;3;48.079;11.601;2500.807;;;;;;;;;;;;;;;;;
1262;81.144;3;3;48.078;11.604;2418.967;;;;;;;;;;;;;;;;;
1263;81.227;3;3;48.078;11.604;2412.642;;;;;;;;;;;;;;;;;
1264;123.509;3;3;48.078;11.605;2379.441;;;;;;;;;;;;;;;;;
1265;123.582;3;3;48.078;11.604;2374.799;;;;;;;;;;;;;;;;;
1266;68.245;3;3;48.079;11.601;2470.384;;;;;;;;;;;;;;;;;
1267;66.093;3;3;48.079;11.602;2415.742;;;;;;;;;;;;;;;;;
1268;60.412;3;3;48.079;11.602;2430.480;;;;;;;;;;;;;;;;;
1269;65.133;3;3;48.079;11.602;2418.055;;;;;;;;;;;;;;;;;
1270;63.884;3;3;48.079;11.602;2415.644;;;;;;;;;;;;;;;;;
1271;68.325;3;3;48.079;11.601;2465.059;;;;;;;;;;;;;;;;;
1272;66.722;3;3;48.079;11.602;2414.704;;;;;;;;;;;;;;;;;
1273;65.499;3;3;48.079;11.601;2450.958;;;;;;;;;;;;;;;;;
1274;65.323;3;3;48.079;11.602;2423.210;;;;;;;;;;;;;;;;;
1275;67.121;3;3;48.079;11.601;2446.251;;;;;;;;;;;;;;;;;
1276;64.070;3;3;48.079;11.602;2422.971;;;;;;;;;;;;;;;;;
1277;62.437;3;3;48.079;11.601;2434.427;;;;;;;;;;;;;;;;;
1278;85.528;3;3;48.077;11.602;2237.681;;;;;;;;;;;;;;;;;
1279;88.851;3;3;48.077;11.604;2232.008;;;;;;;;;;;;;;;;;
1280;77.934;3;3;48.077;11.603;2268.537;;;;;;;;;;;;;;;;;
1281;138.622;3;3;48.077;11.604;2230.398;;;;;;;;;;;;;;;;;
1282;77.695;3;3;48.077;11.603;2271.588;;;;;;;;;;;;;;;;;
1283;96.978;3;3;48.077;11.605;2307.966;;;;;;;;;;;;;;;;;
1284;96.897;3;3;48.077;11.605;2314.264;;;;;;;;;;;;;;;;;
1285;138.664;3;2;48.077;11.604;2238.814;;;;;;;;;;;;;;;;;
1286;82.165;3;3;48.077;11.603;2278.352;;;;;;;;;;;;;;;;;
1287;138.522;3;3;48.077;11.604;2247.243;;;;;;;;;;;;;;;;;
1288;81.878;3;3;48.077;11.603;2281.533;;;;;;;;;;;;;;;;;
1289;85.390;3;3;48.077;11.602;2241.140;;;;;;;;;;;;;;;;;
1290;80.764;3;3;48.077;11.602;2258.290;;;;;;;;;;;;;;;;;
1291;88.161;3;3;48.077;11.604;2228.844;;;;;;;;;;;;;;;;;
1292;80.571;3;3;48.077;11.603;2261.346;;;;;;;;;;;;;;;;;
1293;57.994;3;3;48.080;11.602;2575.642;;;;;;;;;;;;;;;;;
1294;57.994;3;3;48.080;11.602;2573.173;;;;;;;;;;;;;;;;;
1295;49.881;3;3;48.080;11.602;2568.307;;;;;;;;;;;;;;;;;
1296;49.864;3;3;48.080;11.602;2565.841;;;;;;;;;;;;;;;;;
1297;53.672;3;3;48.080;11.602;2561.700;;;;;;;;;;;;;;;;;
1298;67.355;3;3;48.080;11.601;2584.543;;;;;;;;;;;;;;;;;
1299;53.661;3;3;48.080;11.602;2558.758;;;;;;;;;;;;;;;;;
1300;58.943;3;3;48.080;11.603;2554.362;;;;;;;;;;;;;;;;;
1301;58.901;3;3;48.080;11.603;2551.318;;;;;;;;;;;;;;;;;
1302;81.501;3;3;48.079;11.604;2501.010;;;;;;;;;;;;;;;;;
1303;53.221;3;3;48.080;11.603;2546.162;;;;;;;;;;;;;;;;;
1304;81.457;3;3;48.079;11.604;2507.251;;;;;;;;;;;;;;;;;
1305;53.234;3;3;48.080;11.603;2543.050;;;;;;;;;;;;;;;;;
1306;103.575;3;3;48.079;11.604;2519.818;;;;;;;;;;;;;;;;;
1307;103.044;3;3;48.080;11.603;2538.596;;;;;;;;;;;;;;;;;
1308;103.599;3;3;48.079;11.603;2533.910;;;;;;;;;;;;;;;;;
1309;104.779;3;3;48.079;11.603;2526.063;;;;;;;;;;;;;;;;;
1310;67.412;3;3;48.080;11.601;2582.276;;;;;;;;;;;;;;;;;
1311;64.482;3;3;48.080;11.602;2580.689;;;;;;;;;;;;;;;;;
1312;64.527;3;3;48.080;11.602;2578.212;;;;;;;;;;;;;;;;;
1313;69.446;3;3;48.081;11.599;2637.386;;;;;;;;;;;;;;;;;
1314;65.894;3;3;48.081;11.599;2658.560;;;;;;;;;;;;;;;;;
1315;71.274;3;3;48.081;11.601;2677.024;;;;;;;;;;;;;;;;;
1316;70.521;3;3;48.081;11.600;2636.065;;;;;;;;;;;;;;;;;
1317;70.729;3;3;48.081;11.600;2696.739;;;;;;;;;;;;;;;;;
1318;71.254;3;3;48.081;11.601;2676.108;;;;;;;;;;;;;;;;;
1319;67.522;3;3;48.081;11.600;2632.568;;;;;;;;;;;;;;;;;
1320;66.636;3;3;48.081;11.601;2674.880;;;;;;;;;;;;;;;;;
1321;67.810;3;3;48.081;11.601;2631.220;;;;;;;;;;;;;;;;;
1322;66.800;3;3;48.081;11.601;2673.313;;;;;;;;;;;;;;;;;
1323;101.473;3;3;48.081;11.601;2628.145;;;;;;;;;;;;;;;;;
1324;66.693;3;3;48.081;11.601;2708.101;;;;;;;;;;;;;;;;;
1325;103.200;3;3;48.081;11.601;2625.983;;;;;;;;;;;;;;;;;
1326;66.654;3;3;48.081;11.601;2707.837;;;;;;;;;;;;;;;;;
1327;69.778;3;3;48.081;11.600;2665.351;;;;;;;;;;;;;;;;;
1328;73.668;3;3;48.081;11.601;2707.539;;;;;;;;;;;;;;;;;
1329;72.500;3;3;48.081;11.601;2706.414;;;;;;;;;;;;;;;;;
1330;68.531;3;3;48.081;11.600;2640.418;;;;;;;;;;;;;;;;;
1331;69.410;3;3;48.081;11.599;2637.906;;;;;;;;;;;;;;;;;
1332;66.004;3;3;48.081;11.599;2658.029;;;;;;;;;;;;;;;;;
1333;69.710;3;3;48.081;11.600;2667.368;;;;;;;;;;;;;;;;;
1334;63.098;3;3;48.081;11.600;2675.426;;;;;;;;;;;;;;;;;
1335;67.553;3;3;48.081;11.600;2638.692;;;;;;;;;;;;;;;;;
1336;63.098;3;3;48.081;11.600;2675.784;;;;;;;;;;;;;;;;;
1337;69.655;3;3;48.081;11.600;2637.311;;;;;;;;;;;;;;;;;
1338;70.766;3;3;48.081;11.600;2696.125;;;;;;;;;;;;;;;;;
1339;167.628;3;3;48.082;11.604;2800.022;;;;;;;;;;;;;;;;;
1340;167.628;3;2;48.082;11.604;2793.385;;;;;;;;;;;;;;;;;
1341;167.629;3;2;48.082;11.604;2786.801;;;;;;;;;;;;;;;;;
1342;167.629;3;2;48.082;11.604;2780.269;;;;;;;;;;;;;;;;;
1343;167.723;3;2;48.082;11.603;2773.787;;;;;;;;;;;;;;;;;
1344;167.696;3;2;48.082;11.603;2767.359;;;;;;;;;;;;;;;;;
1345;167.661;3;3;48.082;11.603;2760.984;;;;;;;;;;;;;;;;;
1346;79.107;3;3;48.081;11.604;2759.981;;;;;;;;;;;;;;;;;
